seqnames,start,end,peak,cell_type,peak_access,gene,gene_score,gene_cell_type_rank,gene_name,common_name,og,pfam,gene_list,min_gene_score_in_selected_cell_types
NC_064048.1,5818347,5818597,peak109825,muscle_tentacle_retractor,17.0612957036835,Nvec_vc1.1_XM_001631720.3,1.63059163864278,4,"","","",SNF,"",1.21214055384221
NC_064035.1,3239943,3240193,peak11050,muscle_tentacle_retractor,33.7692006536393,Nvec_vc1.1_XM_032384474.2,2.01119619866668,3,Tcf15/Scx,"",HLH.HG1.85:SCX/TCF15,HLH,tfs,2.01119619866668
NC_064048.1,7821534,7821784,peak110799,muscle_tentacle_retractor,32.5739514536665,Nvec_vc1.1_XM_032379072.2,1.59561459028455,5,Prkg1,"","",cNMP_binding/cNMP_binding/Pkinase,"",1.55926201262435
NC_064048.1,7821534,7821784,peak110799,muscle_tentacle_retractor,32.5739514536665,Nvec_vc1.1_XM_001630418.3,1.59335359326106,4,Dhcr7,"","",ERG4_ERG24,"",1.59335359326106
NC_064048.1,7826598,7826848,peak110805,muscle_tentacle_retractor,12.3989327296248,Nvec_vc1.1_XM_032379072.2,1.59561459028455,5,Prkg1,"","",cNMP_binding/cNMP_binding/Pkinase,"",1.55926201262435
NC_064048.1,7829709,7829959,peak110811,muscle_tentacle_retractor,10.3020698576973,Nvec_vc1.1_XM_032379072.2,1.59561459028455,5,Prkg1,"","",cNMP_binding/cNMP_binding/Pkinase,"",1.55926201262435
NC_064048.1,7843761,7844011,peak110824,muscle_tentacle_retractor,12.5106727037516,Nvec_vc1.1_XM_032379072.2,1.59561459028455,5,Prkg1,"","",cNMP_binding/cNMP_binding/Pkinase,"",1.55926201262435
NC_064048.1,7843761,7844011,peak110824,muscle_tentacle_retractor,12.5106727037516,Nvec_vc1.1_XM_032379072.2,1.59561459028455,5,Prkg1,"","",cNMP_binding/cNMP_binding/Pkinase,"",1.55926201262435
NC_064048.1,7843761,7844011,peak110824,muscle_tentacle_retractor,12.5106727037516,Nvec_vc1.1_XM_032379072.2,1.59561459028455,5,Prkg1,"","",cNMP_binding/cNMP_binding/Pkinase,"",1.55926201262435
NC_064048.1,7843761,7844011,peak110824,muscle_tentacle_retractor,12.5106727037516,Nvec_vc1.1_XM_032379072.2,1.59561459028455,5,Prkg1,"","",cNMP_binding/cNMP_binding/Pkinase,"",1.55926201262435
NC_064048.1,7844264,7844514,peak110825,muscle_tentacle_retractor,20.7535405460611,Nvec_vc1.1_XM_032379072.2,1.59561459028455,5,Prkg1,"","",cNMP_binding/cNMP_binding/Pkinase,"",1.55926201262435
NC_064048.1,7845065,7845314,peak110828,muscle_tentacle_retractor,16.8013549397426,Nvec_vc1.1_XM_032379072.2,1.59561459028455,5,Prkg1,"","",cNMP_binding/cNMP_binding/Pkinase,"",1.55926201262435
NC_064035.1,3334657,3334907,peak11093,muscle_tentacle_retractor,13.428891196296,Nvec_vc1.1_XM_032384466.2,1.22747859393084,2,Atp5mc2/Atp5mc1/Atp5mc3,"","",ATP-synt_C,"",1.22747859393084
NC_064035.1,3364470,3364720,peak11114,muscle_tentacle_retractor,4.70882413018316,Nvec_vc1.1_XM_001634945.3,1.48665914621431,7,Fzd8/Fzd5,"","",Fz/Frizzled,"",1.48665914621431
NC_064035.1,3364470,3364720,peak11114,muscle_tentacle_retractor,4.70882413018316,Nvec_vc1.1_XM_001634945.3,1.48665914621431,7,Fzd8/Fzd5,"","",Fz/Frizzled,"",1.48665914621431
NC_064035.1,3364899,3365149,peak11115,muscle_tentacle_retractor,4.98334411384217,Nvec_vc1.1_XM_001634945.3,1.48665914621431,7,Fzd8/Fzd5,"","",Fz/Frizzled,"",1.48665914621431
NC_064035.1,3368334,3368584,peak11124,muscle_tentacle_retractor,33.2738391094165,Nvec_vc1.1_XM_001634945.3,1.48665914621431,7,Fzd8/Fzd5,"","",Fz/Frizzled,"",1.48665914621431
NC_064048.1,8833544,8833794,peak111256,muscle_tentacle_retractor,8.66421835636958,Nvec_vc1.1_XM_032381871.2,1.51536305366219,5,"","","","","",1.51536305366219
NC_064048.1,8838338,8838588,peak111265,muscle_tentacle_retractor,7.6608565397971,Nvec_vc1.1_XM_001632760.3,1.73663609574543,5,"","","","","",1.73663609574543
NC_064048.1,8838338,8838588,peak111265,muscle_tentacle_retractor,7.6608565397971,Nvec_vc1.1_XM_001632760.3,1.73663609574543,5,"","","","","",1.73663609574543
NC_064048.1,8844977,8845227,peak111270,muscle_tentacle_retractor,11.1506944917274,Nvec_vc1.1_XM_001632760.3,1.73663609574543,5,"","","","","",1.73663609574543
NC_064035.1,3370705,3370955,peak11129,muscle_tentacle_retractor,34.5127663920474,Nvec_vc1.1_XM_001634892.3,1.98868374178659,1,Cap2/Cap1,"","","","",1.58478408630591
NC_064035.1,3377234,3377484,peak11137,muscle_tentacle_retractor,10.566810785048,Nvec_vc1.1_XM_001634892.3,1.98868374178659,1,Cap2/Cap1,"","","","",1.58478408630591
NC_064035.1,3377234,3377484,peak11137,muscle_tentacle_retractor,10.566810785048,Nvec_vc1.1_XM_001634892.3,1.98868374178659,1,Cap2/Cap1,"","","","",1.58478408630591
NC_064048.1,9315830,9316080,peak111517,muscle_tentacle_retractor,9.53153298835705,Nvec_NVE24276,1.47370586070973,3,"","","","","",1.47370586070973
NC_064048.1,12740089,12740339,peak112602,muscle_tentacle_retractor,140.595143664465,Nvec_vc1.1_XM_048722339.1,2.04394695392312,5,Ahr/Ahrr,"",HLH.HG1.0:AC019117.4/AHR/AHRR/ARNT/ARNT2/ARNTL/ARNTL2/CLOCK/NCOA1/NPAS1/NPAS2/SIM1,HLH/PAS,tfs,1.37450126022251
NC_064035.1,4005950,4006200,peak11474,muscle_tentacle_retractor,15.9471556478518,Nvec_vc1.1_XM_032384411.2,1.25927706957053,2,Slc39a6/Slc39a10,"","",Zip/Zip,"",1.25927706957053
NC_064035.1,4005950,4006200,peak11474,muscle_tentacle_retractor,15.9471556478518,Nvec_vc1.1_XM_032384411.2,1.25927706957053,2,Slc39a6/Slc39a10,"","",Zip/Zip,"",1.25927706957053
NC_064035.1,4006126,4006375,peak11475,muscle_tentacle_retractor,11.4000902158371,Nvec_vc1.1_XM_032384411.2,1.25927706957053,2,Slc39a6/Slc39a10,"","",Zip/Zip,"",1.25927706957053
NC_064035.1,4006126,4006375,peak11475,muscle_tentacle_retractor,11.4000902158371,Nvec_vc1.1_XM_032384411.2,1.25927706957053,2,Slc39a6/Slc39a10,"","",Zip/Zip,"",1.25927706957053
NC_064035.1,4006126,4006375,peak11475,muscle_tentacle_retractor,11.4000902158371,Nvec_vc1.1_XM_032384411.2,1.25927706957053,2,Slc39a6/Slc39a10,"","",Zip/Zip,"",1.25927706957053
NC_064035.1,4006126,4006375,peak11475,muscle_tentacle_retractor,11.4000902158371,Nvec_vc1.1_XM_032384411.2,1.25927706957053,2,Slc39a6/Slc39a10,"","",Zip/Zip,"",1.25927706957053
NC_064035.1,4006126,4006375,peak11475,muscle_tentacle_retractor,11.4000902158371,Nvec_vc1.1_XM_032384411.2,1.25927706957053,2,Slc39a6/Slc39a10,"","",Zip/Zip,"",1.25927706957053
NC_064035.1,4006126,4006375,peak11475,muscle_tentacle_retractor,11.4000902158371,Nvec_vc1.1_XM_032384411.2,1.25927706957053,2,Slc39a6/Slc39a10,"","",Zip/Zip,"",1.25927706957053
NC_064035.1,4006126,4006375,peak11475,muscle_tentacle_retractor,11.4000902158371,Nvec_vc1.1_XM_032384411.2,1.25927706957053,2,Slc39a6/Slc39a10,"","",Zip/Zip,"",1.25927706957053
NC_064035.1,4006126,4006375,peak11475,muscle_tentacle_retractor,11.4000902158371,Nvec_vc1.1_XM_032384411.2,1.25927706957053,2,Slc39a6/Slc39a10,"","",Zip/Zip,"",1.25927706957053
NC_064035.1,4113568,4113818,peak11525,muscle_tentacle_retractor,54.0167409954382,Nvec_vc1.1_XM_048723266.1,1.56856304176607,2,Atg9a/Atg9b,"","",APG9,"",1.56856304176607
NC_064035.1,4582665,4582915,peak11745,muscle_tentacle_retractor,7.18678933750936,Nvec_vc1.1_XM_001629401.3,2.57436738285606,3,Wnt6,"","",wnt,"",2.57436738285606
NC_064035.1,4582665,4582915,peak11745,muscle_tentacle_retractor,7.18678933750936,Nvec_vc1.1_XM_001629401.3,2.57436738285606,3,Wnt6,"","",wnt,"",2.57436738285606
NC_064035.1,4586052,4586302,peak11749,muscle_tentacle_retractor,7.83979880166133,Nvec_vc1.1_XM_001629401.3,2.57436738285606,3,Wnt6,"","",wnt,"",2.57436738285606
NC_064035.1,4589351,4589601,peak11756,muscle_tentacle_retractor,101.632685368013,Nvec_vc1.1_XM_001629401.3,2.57436738285606,3,Wnt6,"","",wnt,"",2.57436738285606
NC_064035.1,4589708,4589958,peak11757,muscle_tentacle_retractor,39.5863774085926,Nvec_vc1.1_XM_001629401.3,2.57436738285606,3,Wnt6,"","",wnt,"",2.57436738285606
NC_064035.1,4589994,4590244,peak11758,muscle_tentacle_retractor,35.8484629263975,Nvec_vc1.1_XM_001629401.3,2.57436738285606,3,Wnt6,"","",wnt,"",2.57436738285606
NC_064035.1,4891540,4891790,peak11857,muscle_tentacle_retractor,6.51943044869613,Nvec_vc1.1_XM_048724357.1,1.80414173565729,2,Tgfbr3l,"","",Zona_pellucida,"",1.80414173565729
NC_064035.1,4954851,4955101,peak11896,muscle_tentacle_retractor,52.3435776537074,Nvec_vc1.1_XM_048722955.1,1.93585769510006,1,Ctnnal1,"","",Vinculin/Vinculin,"",1.66107782985174
NC_064035.1,4954851,4955101,peak11896,muscle_tentacle_retractor,52.3435776537074,Nvec_vc1.1_XM_048722955.1,1.93585769510006,1,Ctnnal1,"","",Vinculin/Vinculin,"",1.66107782985174
NC_064035.1,5132373,5132623,peak12007,muscle_tentacle_retractor,9.42177606046163,Nvec_vc1.1_XM_032374016.2,1.47949615758222,2,Suox,"","",Cyt-b5/Oxidored_molyb/Mo-co_dimer,"",1.47949615758222
NC_064035.1,5132373,5132623,peak12007,muscle_tentacle_retractor,9.42177606046163,Nvec_vc1.1_XM_032374016.2,1.47949615758222,2,Suox,"","",Cyt-b5/Oxidored_molyb/Mo-co_dimer,"",1.47949615758222
NC_064035.1,5253039,5253289,peak12057,muscle_tentacle_retractor,25.6230084428406,Nvec_vc1.1_XM_048723863.1,2.35996240229787,2,"","","",7tm_1,"",2.35996240229787
NC_064035.1,6064240,6064490,peak12518,muscle_tentacle_retractor,61.217130795942,Nvec_vc1.1_XM_032362359.2,1.98441619611216,1,Svil,"","",Gelsolin/VHP,"",1.87057160753291
NC_064035.1,6794554,6794804,peak12875,muscle_tentacle_retractor,4.07186627629877,Nvec_vc1.1_XM_001637843.3,1.21789703945046,10,"","","",Glycos_transf_2/Ricin_B_lectin,"",1.21789703945046
NC_064035.1,6794554,6794804,peak12875,muscle_tentacle_retractor,4.07186627629877,Nvec_vc1.1_XM_001637843.3,1.21789703945046,10,"","","",Glycos_transf_2/Ricin_B_lectin,"",1.21789703945046
NC_064035.1,6794903,6795153,peak12877,muscle_tentacle_retractor,14.9997702049431,Nvec_vc1.1_XM_001637843.3,1.21789703945046,10,"","","",Glycos_transf_2/Ricin_B_lectin,"",1.21789703945046
NC_064035.1,7033032,7033282,peak12967,muscle_tentacle_retractor,31.3889494110438,Nvec_vc1.1_XM_032362439.2,2.75236650328164,1,"","","",WAP/WAP/WAP/WAP/I-set/WAP/WAP/I-set/Zona_pellucida,"",1.49961765630621
NC_064035.1,7033032,7033282,peak12967,muscle_tentacle_retractor,31.3889494110438,Nvec_vc1.1_XM_032362439.2,2.75236650328164,1,"","","",WAP/WAP/WAP/WAP/I-set/WAP/WAP/I-set/Zona_pellucida,"",1.49961765630621
NC_064035.1,7033585,7033835,peak12968,muscle_tentacle_retractor,11.2536171444134,Nvec_vc1.1_XM_032362439.2,2.75236650328164,1,"","","",WAP/WAP/WAP/WAP/I-set/WAP/WAP/I-set/Zona_pellucida,"",1.49961765630621
NC_064035.1,7033585,7033835,peak12968,muscle_tentacle_retractor,11.2536171444134,Nvec_vc1.1_XM_032362473.2,1.20985253877755,3,Msl1,"","",PEHE,"",1.20985253877755
NC_064035.1,7034691,7034941,peak12970,muscle_tentacle_retractor,11.4119714713692,Nvec_vc1.1_XM_032362439.2,2.75236650328164,1,"","","",WAP/WAP/WAP/WAP/I-set/WAP/WAP/I-set/Zona_pellucida,"",1.49961765630621
NC_064035.1,7035817,7036067,peak12973,muscle_tentacle_retractor,12.7864778375434,Nvec_vc1.1_XM_032362439.2,2.75236650328164,1,"","","",WAP/WAP/WAP/WAP/I-set/WAP/WAP/I-set/Zona_pellucida,"",1.49961765630621
NC_064035.1,7036859,7037109,peak12977,muscle_tentacle_retractor,11.0395247497787,Nvec_vc1.1_XM_032362439.2,2.75236650328164,1,"","","",WAP/WAP/WAP/WAP/I-set/WAP/WAP/I-set/Zona_pellucida,"",1.49961765630621
NC_064035.1,7036859,7037109,peak12977,muscle_tentacle_retractor,11.0395247497787,Nvec_vc1.1_XM_032362439.2,2.75236650328164,1,"","","",WAP/WAP/WAP/WAP/I-set/WAP/WAP/I-set/Zona_pellucida,"",1.49961765630621
NC_064035.1,7939119,7939369,peak13405,muscle_tentacle_retractor,6.8362327228161,Nvec_vc1.1_XM_048724224.1,8.7483760960599,2,Speg,"","",Pkinase,"",8.7483760960599
NC_064035.1,7940971,7941221,peak13408,muscle_tentacle_retractor,25.2024409341595,Nvec_vc1.1_XM_048724224.1,8.7483760960599,2,Speg,"","",Pkinase,"",8.7483760960599
NC_064035.1,7941315,7941565,peak13409,muscle_tentacle_retractor,15.1405494655137,Nvec_vc1.1_XM_048724224.1,8.7483760960599,2,Speg,"","",Pkinase,"",8.7483760960599
NC_064035.1,7941552,7941801,peak13410,muscle_tentacle_retractor,34.7733114318785,Nvec_vc1.1_XM_048724224.1,8.7483760960599,2,Speg,"","",Pkinase,"",8.7483760960599
NC_064035.1,7943469,7943718,peak13416,muscle_tentacle_retractor,7.01019609178185,Nvec_vc1.1_XM_048724224.1,8.7483760960599,2,Speg,"","",Pkinase,"",8.7483760960599
NC_064035.1,7944246,7944496,peak13417,muscle_tentacle_retractor,6.53760979097161,Nvec_vc1.1_XM_048724224.1,8.7483760960599,2,Speg,"","",Pkinase,"",8.7483760960599
NC_064035.1,7944246,7944496,peak13417,muscle_tentacle_retractor,6.53760979097161,Nvec_vc1.1_XM_048724224.1,8.7483760960599,2,Speg,"","",Pkinase,"",8.7483760960599
NC_064035.1,8025607,8025857,peak13433,muscle_tentacle_retractor,16.4050946415197,Nvec_vc1.1_XM_001634452.3,1.82149297380338,3,Dpp4/Dpp10/Dpp6/Fap,"","",DPPIV_N/Peptidase_S9,"",1.82149297380338
NC_064035.1,8026835,8027085,peak13436,muscle_tentacle_retractor,8.45367501872404,Nvec_vc1.1_XM_001634452.3,1.82149297380338,3,Dpp4/Dpp10/Dpp6/Fap,"","",DPPIV_N/Peptidase_S9,"",1.82149297380338
NC_064035.1,8026835,8027085,peak13436,muscle_tentacle_retractor,8.45367501872404,Nvec_vc1.1_XM_001634452.3,1.82149297380338,3,Dpp4/Dpp10/Dpp6/Fap,"","",DPPIV_N/Peptidase_S9,"",1.82149297380338
NC_064035.1,8371423,8371673,peak13589,muscle_tentacle_retractor,13.5269966637162,Nvec_vc1.1_XM_032369154.1,4.46194947247566,1,"","","",BTB,"",3.72513111404697
NC_064035.1,8374038,8374288,peak13591,muscle_tentacle_retractor,21.3770511336556,Nvec_vc1.1_XM_032369154.1,4.46194947247566,1,"","","",BTB,"",3.72513111404697
NC_064035.1,8377654,8377904,peak13594,muscle_tentacle_retractor,11.380106556819,Nvec_vc1.1_XM_032369154.1,4.46194947247566,1,"","","",BTB,"",3.72513111404697
NC_064035.1,8377654,8377904,peak13594,muscle_tentacle_retractor,11.380106556819,Nvec_vc1.1_XM_032369154.1,4.46194947247566,1,"","","",BTB,"",3.72513111404697
NC_064035.1,8714837,8715087,peak13726,muscle_tentacle_retractor,30.5864369850889,Nvec_vc1.1_XM_032386751.2,1.36811540097924,1,"","","",C2,"",1.36811540097924
NC_064035.1,8714837,8715087,peak13726,muscle_tentacle_retractor,30.5864369850889,Nvec_vc1.1_XM_032386751.2,1.36811540097924,1,"","","",C2,"",1.36811540097924
NC_064035.1,8715558,8715808,peak13727,muscle_tentacle_retractor,17.4955487846395,Nvec_vc1.1_XM_032386751.2,1.36811540097924,1,"","","",C2,"",1.36811540097924
NC_064035.1,8716154,8716404,peak13728,muscle_tentacle_retractor,9.8534758630081,Nvec_vc1.1_XM_032386751.2,1.36811540097924,1,"","","",C2,"",1.36811540097924
NC_064035.1,8796480,8796730,peak13762,muscle_tentacle_retractor,44.8717147817798,Nvec_vc1.1_XM_032386716.2,1.66235463234086,1,"","","",FGF,"",1.31534998089374
NC_064035.1,8796480,8796730,peak13762,muscle_tentacle_retractor,44.8717147817798,Nvec_vc1.1_XM_032386716.2,1.66235463234086,1,"","","",FGF,"",1.31534998089374
NC_064035.1,8883553,8883803,peak13809,muscle_tentacle_retractor,10.4380234220739,Nvec_vc1.1_XM_032386760.2,1.41144708043363,3,Clasp1/Clasp2,"","",CLASP_N/CLASP_N,"",1.36244307050276
NC_064035.1,8893402,8893652,peak13817,muscle_tentacle_retractor,12.7628429903997,Nvec_vc1.1_XM_032386760.2,1.41144708043363,3,Clasp1/Clasp2,"","",CLASP_N/CLASP_N,"",1.36244307050276
NC_064035.1,8893402,8893652,peak13817,muscle_tentacle_retractor,12.7628429903997,Nvec_vc1.1_XM_032386760.2,1.41144708043363,3,Clasp1/Clasp2,"","",CLASP_N/CLASP_N,"",1.36244307050276
NC_064035.1,8893402,8893652,peak13817,muscle_tentacle_retractor,12.7628429903997,Nvec_vc1.1_XM_032386760.2,1.41144708043363,3,Clasp1/Clasp2,"","",CLASP_N/CLASP_N,"",1.36244307050276
NC_064035.1,8893402,8893652,peak13817,muscle_tentacle_retractor,12.7628429903997,Nvec_vc1.1_XM_032386760.2,1.41144708043363,3,Clasp1/Clasp2,"","",CLASP_N/CLASP_N,"",1.36244307050276
NC_064035.1,8904230,8904480,peak13826,muscle_tentacle_retractor,16.6825253625655,Nvec_vc1.1_XM_032386760.2,1.41144708043363,3,Clasp1/Clasp2,"","",CLASP_N/CLASP_N,"",1.36244307050276
NC_064035.1,8904230,8904480,peak13826,muscle_tentacle_retractor,16.6825253625655,Nvec_vc1.1_XM_032386760.2,1.41144708043363,3,Clasp1/Clasp2,"","",CLASP_N/CLASP_N,"",1.36244307050276
NC_064035.1,8988323,8988573,peak13872,muscle_tentacle_retractor,39.114769864506,Nvec_vc1.1_XM_032386678.2,2.38564628067924,1,Srcin1/Etl4,"","",AIP3,"",1.8552125769698
NC_064035.1,8988323,8988573,peak13872,muscle_tentacle_retractor,39.114769864506,Nvec_vc1.1_XM_032386678.2,2.38564628067924,1,Srcin1/Etl4,"","",AIP3,"",1.8552125769698
NC_064035.1,8991358,8991608,peak13878,muscle_tentacle_retractor,12.8812299993191,Nvec_vc1.1_XM_032386678.2,2.38564628067924,1,Srcin1/Etl4,"","",AIP3,"",1.8552125769698
NC_064035.1,8991358,8991608,peak13878,muscle_tentacle_retractor,12.8812299993191,Nvec_vc1.1_XM_032386678.2,2.38564628067924,1,Srcin1/Etl4,"","",AIP3,"",1.8552125769698
NC_064035.1,8993388,8993638,peak13881,muscle_tentacle_retractor,11.1362429359297,Nvec_vc1.1_XM_032386678.2,2.38564628067924,1,Srcin1/Etl4,"","",AIP3,"",1.8552125769698
NC_064035.1,8993713,8993963,peak13882,muscle_tentacle_retractor,16.6326513243004,Nvec_vc1.1_XM_032386678.2,2.38564628067924,1,Srcin1/Etl4,"","",AIP3,"",1.8552125769698
NC_064035.1,8995324,8995573,peak13885,muscle_tentacle_retractor,8.55431674269762,Nvec_vc1.1_XM_032386678.2,2.38564628067924,1,Srcin1/Etl4,"","",AIP3,"",1.8552125769698
NC_064035.1,8996494,8996744,peak13888,muscle_tentacle_retractor,17.5440355416355,Nvec_vc1.1_XM_032386678.2,2.38564628067924,1,Srcin1/Etl4,"","",AIP3,"",1.8552125769698
NC_064035.1,8997062,8997312,peak13889,muscle_tentacle_retractor,10.0570657724518,Nvec_vc1.1_XM_032386678.2,2.38564628067924,1,Srcin1/Etl4,"","",AIP3,"",1.8552125769698
NC_064035.1,8997062,8997312,peak13889,muscle_tentacle_retractor,10.0570657724518,Nvec_vc1.1_XM_032386678.2,2.38564628067924,1,Srcin1/Etl4,"","",AIP3,"",1.8552125769698
NC_064035.1,9010148,9010398,peak13898,muscle_tentacle_retractor,4.71461156124464,Nvec_vc1.1_XM_048723331.1,1.25576260545713,4,Hexim2/Hexim1,"","",HEXIM,"",1.25576260545713
NC_064035.1,9357178,9357428,peak14059,muscle_tentacle_retractor,15.6425835773133,Nvec_vc1.1_XM_032366327.2,1.82554565150557,4,"","","","","",1.82554565150557
NC_064035.1,9358780,9359030,peak14060,muscle_tentacle_retractor,11.4898975284265,Nvec_vc1.1_XM_032366327.2,1.82554565150557,4,"","","","","",1.82554565150557
NC_064035.1,9369979,9370228,peak14069,muscle_tentacle_retractor,6.13058316878873,Nvec_vc1.1_XM_032366325.2,2.57692748020251,2,Rap1gds1,"","","","",2.57692748020251
NC_064035.1,9369979,9370228,peak14069,muscle_tentacle_retractor,6.13058316878873,Nvec_vc1.1_XM_032366325.2,2.57692748020251,2,Rap1gds1,"","","","",2.57692748020251
NC_064035.1,9370185,9370435,peak14070,muscle_tentacle_retractor,32.2754051201743,Nvec_vc1.1_XM_032366325.2,2.57692748020251,2,Rap1gds1,"","","","",2.57692748020251
NC_064035.1,9370185,9370435,peak14070,muscle_tentacle_retractor,32.2754051201743,Nvec_vc1.1_XM_032366325.2,2.57692748020251,2,Rap1gds1,"","","","",2.57692748020251
NC_064035.1,9370586,9370836,peak14071,muscle_tentacle_retractor,43.6521243276367,Nvec_vc1.1_XM_032366325.2,2.57692748020251,2,Rap1gds1,"","","","",2.57692748020251
NC_064035.1,9370586,9370836,peak14071,muscle_tentacle_retractor,43.6521243276367,Nvec_vc1.1_XM_032366325.2,2.57692748020251,2,Rap1gds1,"","","","",2.57692748020251
NC_064035.1,9370803,9371052,peak14072,muscle_tentacle_retractor,13.7625706407027,Nvec_vc1.1_XM_032366325.2,2.57692748020251,2,Rap1gds1,"","","","",2.57692748020251
NC_064035.1,9388864,9389114,peak14083,muscle_tentacle_retractor,45.8810087151903,Nvec_vc1.1_XM_048723578.1,3.61649202869146,3,Mylk4/Mylk/Mylk3/Mylk2/Ttn,"","",Pkinase,"",3.61649202869146
NC_064035.1,9390776,9391026,peak14086,muscle_tentacle_retractor,14.6043695104514,Nvec_vc1.1_XM_048723578.1,3.61649202869146,3,Mylk4/Mylk/Mylk3/Mylk2/Ttn,"","",Pkinase,"",3.61649202869146
NC_064035.1,9392770,9393020,peak14090,muscle_tentacle_retractor,7.93508715190304,Nvec_vc1.1_XM_048723578.1,3.61649202869146,3,Mylk4/Mylk/Mylk3/Mylk2/Ttn,"","",Pkinase,"",3.61649202869146
NC_064035.1,9393059,9393309,peak14091,muscle_tentacle_retractor,63.541754612923,Nvec_vc1.1_XM_048723578.1,3.61649202869146,3,Mylk4/Mylk/Mylk3/Mylk2/Ttn,"","",Pkinase,"",3.61649202869146
NC_064035.1,9394172,9394422,peak14093,muscle_tentacle_retractor,13.0861561244638,Nvec_vc1.1_XM_048723578.1,3.61649202869146,3,Mylk4/Mylk/Mylk3/Mylk2/Ttn,"","",Pkinase,"",3.61649202869146
NC_064035.1,9443938,9444188,peak14113,muscle_tentacle_retractor,11.5380693810853,Nvec_vc1.1_XM_001640974.3,1.23769138031087,3,"","","","","",1.23769138031087
NC_064035.1,9654209,9654459,peak14228,muscle_tentacle_retractor,53.8393732552598,Nvec_vc1.1_XM_001641084.3,1.4558295269246,3,Pp2d1,"","",PP2C,"",1.4558295269246
NC_064035.1,9654209,9654459,peak14228,muscle_tentacle_retractor,53.8393732552598,Nvec_vc1.1_XM_001641084.3,1.4558295269246,3,Pp2d1,"","",PP2C,"",1.4558295269246
NC_064034.1,3635576,3635826,peak1431,muscle_tentacle_retractor,26.56896404984,Nvec_vc1.1_XM_048730844.1,2.08313225129329,1,Slc22a22/Slc22a27/Slc22a30/Slc22a29/Slc22a28,"","",Sugar_tr,"",1.34306342519293
NC_064034.1,3635576,3635826,peak1431,muscle_tentacle_retractor,26.56896404984,Nvec_vc1.1_XM_048730844.1,2.08313225129329,1,Slc22a22/Slc22a27/Slc22a30/Slc22a29/Slc22a28,"","",Sugar_tr,"",1.34306342519293
NC_064034.1,3635861,3636110,peak1432,muscle_tentacle_retractor,11.0027234969701,Nvec_vc1.1_XM_048730844.1,2.08313225129329,1,Slc22a22/Slc22a27/Slc22a30/Slc22a29/Slc22a28,"","",Sugar_tr,"",1.34306342519293
NC_064035.1,11530947,11531197,peak15115,muscle_tentacle_retractor,12.3138915367332,Nvec_vc1.1_XM_032366504.2,1.85593117933469,1,Itga3/Itga7/Itga6,"","",VCBS/Integrin_alpha2,"",1.30695374919427
NC_064035.1,11532169,11532419,peak15118,muscle_tentacle_retractor,20.8961581670865,Nvec_vc1.1_XM_032366504.2,1.85593117933469,1,Itga3/Itga7/Itga6,"","",VCBS/Integrin_alpha2,"",1.30695374919427
NC_064035.1,11532169,11532419,peak15118,muscle_tentacle_retractor,20.8961581670865,Nvec_vc1.1_XM_032366504.2,1.85593117933469,1,Itga3/Itga7/Itga6,"","",VCBS/Integrin_alpha2,"",1.30695374919427
NC_064035.1,11533474,11533724,peak15120,muscle_tentacle_retractor,47.1862957036835,Nvec_vc1.1_XM_032366504.2,1.85593117933469,1,Itga3/Itga7/Itga6,"","",VCBS/Integrin_alpha2,"",1.30695374919427
