gene	cell_type	rank	mcfp	umi	total_umi	max_chromvar	gene_name	common_name	og	pfam
Nvec_vc1.1_XM_032380001.2	ectoderm.embryonic	1206	2.39790191946803	1341	3206	27.1390188128905	""	""	Homeodomains.HG1.27:like:AC004080.3/AC012531.3/BARHL1/BARHL2/CDX1/CDX2/CDX4/DLX1/DLX2/DLX3/DLX4/DLX5/DLX6/EMX1/EMX2/EN1/EN2/EVX1/EVX2/GBX1/GBX2/GSX1/GSX2/HMX1/HMX2/HMX3/HOXA1/HOXA2/HOXA3/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB1/HOXB2/HOXB3/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD1/HOXD3/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13/MEOX1/MEOX2/MNX1/MSX1/MSX2/NKX1-1/NKX1-2/NKX6-1/NKX6-2/NKX6-3/NOTO/PDX1/TLX1/TLX2/TLX3/VAX1/VAX2	Homeodomain
Nvec_vc1.1_XM_032380039.2	ectoderm.embryonic	1741	2.12827554644875	1001	2510		Tesmin	""	Tesmin_TSO1-like.HG1.2:LIN54/TESMIN	TCR/TCR
Nvec_vc1.1_XM_032380131.2	mesendoderm.embryonic	157	2.09492817874139	987	2458	10.7793575961031	Ssrp1	""	HMGbox_Sox.HG1.38:SSRP1	POB3_N/SSrecog/Rtt106/HMG_box
Nvec_vc1.1_XM_032380148.2	gland.mucous	986	1.26881667442329	42	398	34.8624092925436	""	""	T-box.HG1.2:like:MGA/TBX1/TBX2/TBX3/TBX4/TBX5/TBX6/TBX10/TBX15/TBX18/TBX20/TBX22	T-box
Nvec_vc1.1_XM_032380190.2	ectoderm.embryonic	4700	1.49451581075601	532	1776	23.7958852118013	Pknox2/Pknox1	""	Homeodomains.HG3.20:MEIS1/MEIS2/MEIS3/PKNOX1/PKNOX2	Meis_PKNOX_N/Homeobox_KN
Nvec_vc1.1_XM_032380209.2	ectoderm.embryonic	2602	1.85755147358971	1792	6500	8.26295391368992	Usf2/Usf1	""	HLH.HG1.40:USF1/USF2	HLH
Nvec_vc1.1_XM_032380334.2	gland.mucous	648	1.42278665865354	47	138	34.3539937805114	""	""	RFX.HG1.6:like:RFX6	RFX_DNA_binding
Nvec_vc1.1_XM_032380374.2	cnidocyte	1067	1.21777734320474	60	122	46.8329897990119	""	NvSoxA	HMGbox_Sox.HG1.34:SRY	HMG_box
Nvec_vc1.1_XM_032380417.2	neuronal	2533	1.10242179790343	10	20	19.1759751720246	""	""	zf-C2H2.HG2.2:like:MTF1/ZNF76/ZNF143	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6
Nvec_vc1.1_XM_032380573.2	ectoderm.embryonic	3377	1.69532089757271	532	1207	16.4115427544686	Smad6/Smad7	""	SMAD_MH1.HG1.0:SMAD6/SMAD7	MH1/MH2
Nvec_vc1.1_XM_032380735.2	ectoderm.embryonic	11850	1.0316619026927	39	118	26.6991530424535	""	""	E2F_TDP.HG1.4:E2F1/E2F2/E2F3/E2F6	E2F_TDP/E2F_CC-MB
Nvec_vc1.1_XM_032380829.2	ectoderm.embryonic	5300	1.42542082592866	387	992		Nr2c1/Nr2c2	""	zf-C4_Nuclear_receptors.HG1.2:NR2C1/NR2C2	zf-C4/Hormone_recep
Nvec_vc1.1_XM_032380975.2	ectoderm.epidermis	61	7.91368534296043	1879	46138	33.6564761138699	Erg/Fli1/Fev	""	Ets.HG1.5:ERF/ERFL/ERG/ETV3/ETV3L/FEV/FLI1	SAM_PNT/Ets
Nvec_vc1.1_XM_032381020.2	mesendoderm.embryonic	30	4.23857653664465	2555	2610	16.0616112471635	Zic2	""	zf-C2H2.HG4.7:like:ZIC1/ZIC2/ZIC3/ZIC4/ZIC5	zf_ZIC/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032381044.2	ectoderm.embryonic	7257	1.2527395523046	198	558		""	""	zf-C4_Nuclear_receptors.HG1.3:like:AR/ESR1/ESR2/ESRRA/ESRRB/ESRRG/NR3C1/NR3C2/NR4A1/NR4A2/NR4A3/NR5A1/NR5A2/NR6A1/PGR	zf-C4/Hormone_recep
Nvec_vc1.1_XM_032381049.2	mesendoderm.embryonic	4250	1.0916314766279	83	335		Usf3	""	HLH.HG1.39:like:USF1/USF2	HLH
Nvec_vc1.1_XM_032381059.2	ectoderm.embryonic	7767	1.20969099468265	269	825	22.5548958217146	Cers6/Cers5	""	Homeodomains.HG3.2:CERS2/CERS3/CERS4/CERS5/CERS6	Homeodomain/TRAM_LAG1_CLN8
Nvec_vc1.1_XM_032381099.2	ectoderm.embryonic	4923	1.46908711720479	461	1430	18.8122650988275	""	""	Homeodomains.HG1.27:like:AC004080.3/AC012531.3/BARHL1/BARHL2/CDX1/CDX2/CDX4/DLX1/DLX2/DLX3/DLX4/DLX5/DLX6/EMX1/EMX2/EN1/EN2/EVX1/EVX2/GBX1/GBX2/GSX1/GSX2/HMX1/HMX2/HMX3/HOXA1/HOXA2/HOXA3/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB1/HOXB2/HOXB3/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD1/HOXD3/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13/MEOX1/MEOX2/MNX1/MSX1/MSX2/NKX1-1/NKX1-2/NKX6-1/NKX6-2/NKX6-3/NOTO/PDX1/TLX1/TLX2/TLX3/VAX1/VAX2	Homeodomain
Nvec_vc1.1_XM_032381562.2	ectoderm.embryonic	2178	1.97739315746518	4883	13464	11.841294642384	Klf8	""	zf-C2H2.HG2.18:like:KLF5/KLF6/KLF7	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032381586.2	ectoderm.epidermis	211	3.37698002832019	1350	49047	15.8485888147292	Klf5	""	zf-C2H2.HG2.21:KLF5	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032381587.2	ectoderm.embryonic	3088	1.74555302205602	904	2598	15.2409051041751	Tfpt	""	HMGbox_Sox.HG1.51:like:SMARCE1	HMG_box
Nvec_vc1.1_XM_032381617.2	ectoderm.pharyngeal	757	1.08661993755438	1	37	19.9665413049299	""	""	Doublesex_DM.HG1.18:like:DMRT3	DM
Nvec_vc1.1_XM_032381719.2	ectoderm.embryonic	96	4.87511664137882	10581	30589	21.3977165691046	Zfp367	""	zf-C2H2.HG1.122:ZNF367	zf-C2H2_6/zf-C2H2
Nvec_vc1.1_XM_032381869.2	NPC	32	2.48797897252575	857	5330	9.37522897101592	""	""	HLH.HG1.64:like:ASCL1/ASCL2/ASCL3/ASCL4/ASCL5	HLH
Nvec_vc1.1_XM_032381908.2	mesendoderm.embryonic	21	5.15534004488138	3193	3344	17.971359762874	""	Hand2	HLH.HG1.66:like:HAND1/HAND2	HLH
Nvec_vc1.1_XM_032382002.2	ectoderm.epidermis	545	2.1236311674631	48	258	5.24751832145708	""	""	zf-C2H2.HG8.0:ZNF576/ZNF683/ZNF891	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032382158.2	neuronal	723	1.5174033069496	127	6358	51.8672856672765	Tcf3/Tcf12/Tcf4	""	HLH.HG1.45:TCF3/TCF4/TCF12	HLH
Nvec_vc1.1_XM_032382185.2	ectoderm.embryonic	5079	1.45070603538076	389	1248	15.8732830371984	Snapc4	""	Myb.HG1.7:like:TERB1/TERF2	Myb_DNA-binding/Myb_DNA-binding/Myb_DNA-binding
Nvec_vc1.1_XM_032382208.2	neuronal	2247	1.12788567544912	12	356	9.9954989693522	""	""	zf-C2H2.HG94.0:NA	zf-C2H2/zf-C2H2_4/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032382255.2	ectoderm.embryonic	5076	1.45108727242033	384	1146	32.9430308427555	""	""	zf-C2H2.HG1.11:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6
Nvec_vc1.1_XM_032382395.2	cnidocyte	84	2.82195854330275	1364	8791	11.8998448851423	Tgif1/Tgif2	""	Homeodomains.HG3.34:TGIF1	Homeobox_KN
Nvec_vc1.1_XM_032382402.2	ectoderm.embryonic	2054	2.02222525745216	956	2745	16.6759990926912	""	""	zf-C2H2.HG1.24:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032382466.2	ectoderm.embryonic	836	2.65673516845199	32269	92923	14.1915951599979	Cebpd/Cebpe/Cebpa/Cebpb	""	bZIP.HG2.5:CEBPA/CEBPB/CEBPD/CEBPE/CEBPG	bZIP_2
Nvec_vc1.1_XM_032382493.2	ectoderm.embryonic	2134	1.9940543571803	2437	7485	16.9636311171457	Nfil3/Nfilz	""	bZIP.HG2.10:DBP/HLF/TEF	bZIP_2
Nvec_vc1.1_XM_032382520.2	ectoderm.embryonic	286	3.5856358690219	4122	9481		""	""	Doublesex_DM.HG1.8:like:DMRT1/DMRT2/DMRT3/DMRTA1/DMRTA2/DMRTB1	DM/DMA
Nvec_vc1.1_XM_032382579.2	ectoderm.epidermis	4646	1.0650326331587	5	226	28.5251816804912	""	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032382712.2	NPC	76	2.10564545192728	407	2835	17.4391629548772	/Rfx5	""	RFX.HG1.1:RFX5/RFX7	RFX5_N/RFX_DNA_binding
Nvec_vc1.1_XM_032382719.2	ectoderm.embryonic	1471	2.24608207900414	1177	3255	6.20812605784168	""	""	P53.HG1.5:like:TP53/TP63/TP73	P53/P53_tetramer
Nvec_vc1.1_XM_032382967.2	mesendoderm.embryonic	6690	1.03516642302103	17	22		""	""	HMGbox_Sox.HG1.52:like:LEF1/TCF7/TCF7L1/TCF7L2	HMG_box/zf-met/zf-met/zf-C2H2
Nvec_vc1.1_XM_032383547.2	ectoderm.embryonic	2109	2.00374692943885	1018	3187	4.24276627607765	""	""	zf-C2H2.HG1.10:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-H2C2_2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-met/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032383560.2	neuronal	2669	1.09078900844996	6	66	19.8105183083529	Otp	""	Homeodomains.HG2.69:OTP	Homeodomain/OAR
Nvec_vc1.1_XM_032383641.2	neuronal	38	5.2199202081271	535	1608		""	""	zf-C4_Nuclear_receptors.HG1.9:like:ESR1/ESR2/ESRRA/ESRRB/ESRRG/NR4A1/NR4A2/NR4A3	zf-C4/Hormone_recep
Nvec_vc1.1_XM_032383663.2	ectoderm.epidermis	2020	1.2828257404831	10	42	27.7966816624816	""	""	Homeodomains.HG1.27:like:AC004080.3/AC012531.3/BARHL1/BARHL2/CDX1/CDX2/CDX4/DLX1/DLX2/DLX3/DLX4/DLX5/DLX6/EMX1/EMX2/EN1/EN2/EVX1/EVX2/GBX1/GBX2/GSX1/GSX2/HMX1/HMX2/HMX3/HOXA1/HOXA2/HOXA3/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB1/HOXB2/HOXB3/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD1/HOXD3/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13/MEOX1/MEOX2/MNX1/MSX1/MSX2/NKX1-1/NKX1-2/NKX6-1/NKX6-2/NKX6-3/NOTO/PDX1/TLX1/TLX2/TLX3/VAX1/VAX2	Homeodomain
Nvec_vc1.1_XM_032383681.2	neuronal	570	1.62358611930869	73	230	13.0614776537169	""	""	Homeodomains.HG1.51:like:AC004080.3/AC012531.3/CDX1/CDX2/CDX4/EVX1/EVX2/GBX1/GBX2/GSX1/GSX2/HOXA1/HOXA2/HOXA3/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB1/HOXB2/HOXB3/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD1/HOXD3/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13/MEOX1/MEOX2/MNX1/PDX1	Homeodomain
Nvec_vc1.1_XM_032383693.2	mesendoderm.embryonic	536	1.48535407213995	269	284		""	""	Homeodomains.HG1.53:MNX1	Homeodomain
Nvec_vc1.1_XM_032383695.2	mesendoderm.embryonic	5694	1.05366850091253	27	30	25.6801114025221	Evx1/Evx2	""	Homeodomains.HG1.52:EVX1/EVX2	Homeodomain
Nvec_vc1.1_XM_032383717.2	ectoderm.epidermis	30	12.0144647853591	2044	23301	8.68999954425462	""	""	bZIP.HG2.0:like:CEBPA/CEBPB/CEBPD/CEBPE/CEBPG	bZIP_2
Nvec_vc1.1_XM_032383905.2	ectoderm.embryonic	620	2.89251857032474	1565	2322	11.7175286386243	Hey2/Heyl/Hey1	""	HLH.HG1.11:HEY1/HEY2/HEYL	HLH
Nvec_vc1.1_XM_032383907.2	ectoderm.epidermis	491	2.22441227743144	111	3427		Atf7/Gm28047/Creb5/Atf2	""	bZIP.HG1.4:ATF2/ATF7/ATF7-NPFF/CREB5	bZIP_1
Nvec_vc1.1_XM_032383979.2	ectoderm.embryonic	6507	1.31249685699434	264	729	7.83958923189304	""	""	P53.HG1.4:TP53/TP63/TP73	P53
Nvec_vc1.1_XM_032384063.2	ectoderm.embryonic.aboral	358	2.00731699332631	4753	9594	11.6946019939557	""	""	HLH.HG1.53:HES5/HES7	HLH
Nvec_vc1.1_XM_032384091.2	ectoderm.embryonic	2404	1.90980753912324	8917	38404	12.4495182255247	Dmrt2	""	Doublesex_DM.HG1.14:like:DMRT1/DMRT2/DMRT3/DMRTA1/DMRTA2/DMRTB1	DM/DMA
Nvec_vc1.1_XM_032384134.2	cnidocyte	1709	1.11647398001953	93	879	31.8329177332324	Zfp637/Zfp944/Zfp942	""	zf-C2H2.HG3.3:ZNF641	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032384172.2	mesendoderm.embryonic	593	1.45795046842016	329	800	4.68768046089358	Zfp946	""	zf-C2H2.HG1.40:GZF1/ZBTB24	zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032384221.2	ectoderm.epidermis	176	3.8239325067629	181	1651	13.9825937801133	Etv6	ETV6/7	Ets.HG1.13:ETV6/ETV7	Ets
Nvec_vc1.1_XM_032384228.2	ectoderm.epidermis	4393	1.07574320055073	15	1125	5.30616567352134	""	""	HMGbox_Sox.HG1.26:like:SOX8/SOX9/SOX10	HMG_box
Nvec_vc1.1_XM_032384300.2	ectoderm.embryonic	8820	1.14452110116796	98	154	3.29223293280538	""	""	bZIP.HG3.0:MAFF/MAFG/MAFK	bZIP_Maf
Nvec_vc1.1_XM_032384420.2	ectoderm.embryonic	164	4.15339356116824	3255	6453	47.008229042265	Sp7/Sp8/Sp9	Sp6-9	zf-C2H2.HG2.14:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	zf-C2H2/zf-C2H2/zf-C2H2_4
Nvec_vc1.1_XM_032384447.2	ectoderm.embryonic	2261	1.95218577352607	2768	7972	12.4980484617285	""	""	zf-C2H2.HG2.14:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032384450.2	ectoderm.embryonic	575	2.94057278943844	6665	18563	12.4315774250332	Sp6/Sp5	""	zf-C2H2.HG2.14:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032384474.2	ectoderm.epidermis	6243	1.02749388329362	1	30	20.9751872640637	Tcf15/Scx	""	HLH.HG1.85:SCX/TCF15	HLH
Nvec_vc1.1_XM_032384768.2	ectoderm.embryonic	12808	1.0185127421651	15	43	27.2883846341586	""	""	zf-C2H2.HG3.0:like:AC002310.4/BCL6/HINFP/HIVEP2/HIVEP3/PRDM9/RREB1/YY1/YY2/ZBTB16/ZBTB17/ZBTB40/ZFP42/ZFP62/ZFP92/ZFPM1/ZKSCAN3/ZKSCAN4/ZKSCAN5/ZKSCAN8/ZNF48/ZNF70/ZNF148/ZNF169/ZNF181/ZNF281/ZNF302/ZNF407/ZNF408/ZNF469/ZNF516/ZNF517/ZNF524/ZNF547/ZNF579/ZNF581/ZNF584/ZNF628/ZNF641/ZNF740/ZNF746/ZNF747/ZNF764/ZNF770/ZNF787/ZNF831/ZNF837/ZNF841/ZSCAN9/ZSCAN21/ZSCAN32	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2
Nvec_vc1.1_XM_032384789.2	mesendoderm.embryonic	1846	1.22355589247677	117	125		Myrf/Myrfl	""	Ndt80_PhoG.HG1.0:MYRF/MYRFL	NDT80_PhoG/Peptidase_S74/MRF_C1/MRF_C2
Nvec_vc1.1_XM_032384889.2	ectoderm.embryonic	146	4.31984474152065	13562	32160	19.134142659355	""	Hes2	HLH.HG1.63:like:HES5/HES7	HLH/Hairy_orange
