gene	gene_name	common_name	og	pfam	tf_family	archetype_name	archetype_family	source	rank	gene_score_correlation	gene_expression_correlation	class	assigned	any_assigned	CisBP_assignment
Nvec_vc1.1_XM_032379723.2	Alx3/Alx4/Alx1	""	Homeodomains.HG2.66:ALX1/ALX3/ALX4	Homeodomain/OAR	Homeodomains	ARCH1362_Six1/_Six4/Six5	Homeodomains	CisBP_I	8	0.570782590931689	0.468699167665327	A1	FALSE	TRUE	other
Nvec_vc1.1_XM_032379774.2	Nr2c1/Nr2c2	""	zf-C4_Nuclear_receptors.HG1.2:NR2C1/NR2C2	zf-C4/Hormone_recep	zf-C4_Nuclear_receptors	ARCH1650_WRKY21__WRKY17__M0...	zf-C4_Nuclear_receptors	CisBP_I	7	0.585685872306091	0.136786897205108	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032379775.2	Tfap4	""	HLH.HG1.16:TFAP4	HLH	HLH	ARCH745_Tfap4	HLH	CisBP_I	1534	-0.152734415368526	-0.131347555775788	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032380001.2	""	""	Homeodomains.HG1.27:like:AC004080.3/AC012531.3/BARHL1/BARHL2/CDX1/CDX2/CDX4/DLX1/DLX2/DLX3/DLX4/DLX5/DLX6/EMX1/EMX2/EN1/EN2/EVX1/EVX2/GBX1/GBX2/GSX1/GSX2/HMX1/HMX2/HMX3/HOXA1/HOXA2/HOXA3/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB1/HOXB2/HOXB3/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD1/HOXD3/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13/MEOX1/MEOX2/MNX1/MSX1/MSX2/NKX1-1/NKX1-2/NKX6-1/NKX6-2/NKX6-3/NOTO/PDX1/TLX1/TLX2/TLX3/VAX1/VAX2	Homeodomain	Homeodomains	ARCH294_Emx1/Emx2_Hmx1/Hmx3...	Homeodomains	CisBP_I	1669	-0.0834279507407117	0.407089515978282	C1	FALSE	FALSE	none
Nvec_vc1.1_XM_032380148.2	""	""	T-box.HG1.2:like:MGA/TBX1/TBX2/TBX3/TBX4/TBX5/TBX6/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	T-box	ARCH485_Tbx3/Tbx2	T-box	CisBP_I	1	0.841620902827041	0.84076090617214	A1	FALSE	TRUE	other
Nvec_vc1.1_XM_032380190.2	Pknox2/Pknox1	""	Homeodomains.HG3.20:MEIS1/MEIS2/MEIS3/PKNOX1/PKNOX2	Meis_PKNOX_N/Homeobox_KN	Homeodomains	ARCH146_Alx3/Alx4/Alx1_Barx...	Homeodomains	CisBP_I	214	0.0957961028763557	-0.104383951526979	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032380334.2	""	""	RFX.HG1.6:like:RFX6	RFX_DNA_binding	RFX	ARCH864_/Rfx5	RFX	CisBP_I	2	0.428049747832856	0.33896030040575	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032380374.2	""	NvSoxA	HMGbox_Sox.HG1.34:SRY	HMG_box	HMGbox_Sox	ARCH131_/Sox4/Sox11_Sox13/S...	HMGbox_Sox	CisBP_I	294	0.123364126448745	0.078457135667384	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032380735.2	""	""	E2F_TDP.HG1.4:E2F1/E2F2/E2F3/E2F6	E2F_TDP/E2F_CC-MB	E2F_TDP	ARCH394_/E2f4_E2f6_E2f8/E2f7	E2F_TDP	CisBP_I	328	0.459310367259606	0.269152825352715	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032380829.2	Nr2c1/Nr2c2	""	zf-C4_Nuclear_receptors.HG1.2:NR2C1/NR2C2	zf-C4/Hormone_recep	zf-C4_Nuclear_receptors	ARCH1497_Hnf4g/Hnf4a_Nr2c1/...	zf-C4_Nuclear_receptors	CisBP_I	173	0.120889515783652	-0.0209633469842407	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032380975.2	Erg/Fli1/Fev	""	Ets.HG1.5:ERF/ERFL/ERG/ETV3/ETV3L/FEV/FLI1	SAM_PNT/Ets	Ets	ARCH584_Elf3/Ehf/Elf5_Erg/F...	Ets	CisBP_I	162	0.516230999169118	0.486331143420936	A1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032381044.2	""	""	zf-C4_Nuclear_receptors.HG1.3:like:AR/ESR1/ESR2/ESRRA/ESRRB/ESRRG/NR3C1/NR3C2/NR4A1/NR4A2/NR4A3/NR5A1/NR5A2/NR6A1/PGR	zf-C4/Hormone_recep	zf-C4_Nuclear_receptors	ARCH940_Nr2c1/Nr2c2_Nr2f1/N...	zf-C4_Nuclear_receptors	CisBP_I	1037	-0.0760187291725614	-0.0238733077871818	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032381049.2	Usf3	""	HLH.HG1.39:like:USF1/USF2	HLH	HLH	ARCH1575_Usf3	HLH	CisBP_N	120	0.158203140341447	0.219358802004733	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032381059.2	Cers6/Cers5	""	Homeodomains.HG3.2:CERS2/CERS3/CERS4/CERS5/CERS6	Homeodomain/TRAM_LAG1_CLN8	Homeodomains	ARCH1236_M06436_2.00	Homeodomains	CisBP_I	7	0.11993044655292	0.5694983186892	C1	FALSE	FALSE	none
Nvec_vc1.1_XM_032381099.2	""	""	Homeodomains.HG1.27:like:AC004080.3/AC012531.3/BARHL1/BARHL2/CDX1/CDX2/CDX4/DLX1/DLX2/DLX3/DLX4/DLX5/DLX6/EMX1/EMX2/EN1/EN2/EVX1/EVX2/GBX1/GBX2/GSX1/GSX2/HMX1/HMX2/HMX3/HOXA1/HOXA2/HOXA3/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB1/HOXB2/HOXB3/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD1/HOXD3/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13/MEOX1/MEOX2/MNX1/MSX1/MSX2/NKX1-1/NKX1-2/NKX6-1/NKX6-2/NKX6-3/NOTO/PDX1/TLX1/TLX2/TLX3/VAX1/VAX2	Homeodomain	Homeodomains	ARCH273_HOXD3	Homeodomains	Homer_denovo	65	0.568753096878281	0.0664828954035134	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_032381270.2	Scrt2/Scrt1	""	zf-C2H2.HG7.4:SCRT1/SCRT2	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH1206_M08277_2.00__M0885...	zf-C2H2	CisBP_N	82	0.499787647510529	0.541520568392806	A1	FALSE	TRUE	other
Nvec_vc1.1_XM_032381562.2	Klf8	""	zf-C2H2.HG2.18:like:KLF5/KLF6/KLF7	zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH347_Klf1/Klf4/Klf2_Klf1...	zf-C2H2	CisBP_I	411	0.0675566327084431	-0.0554328711506892	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032381586.2	Klf5	""	zf-C2H2.HG2.21:KLF5	zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH346_Klf1/Klf4/Klf2_Klf1...	zf-C2H2	CisBP_I	448	0.200904790503769	0.0155506377276213	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032381617.2	""	""	Doublesex_DM.HG1.18:like:DMRT3	DM	Doublesex_DM	ARCH171_PRDM1	Doublesex_DM	Homer_known	509	0.0950801082133829	0.189812485020118	D1	FALSE	FALSE	none
Nvec_vc1.1_XM_032381908.2	""	Hand2	HLH.HG1.66:like:HAND1/HAND2	HLH	HLH	ARCH779_Twist2/Twist1	HLH	CisBP_I	422	0.414976736355203	0.437544362314549	A1	FALSE	FALSE	none
Nvec_vc1.1_XM_032382002.2	""	""	zf-C2H2.HG8.0:ZNF576/ZNF683/ZNF891	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH353_M06062_2.00__M06468...	zf-C2H2	CisBP_I	1295	-0.139387370639337	0.271762479264243	D1	FALSE	FALSE	none
Nvec_vc1.1_XM_032382158.2	Tcf3/Tcf12/Tcf4	""	HLH.HG1.45:TCF3/TCF4/TCF12	HLH	HLH	ARCH477_Ptf1a	HLH	CisBP_I	4	0.418469914231598	0.593199135636021	A1	FALSE	FALSE	none
Nvec_vc1.1_XM_032382208.2	""	""	zf-C2H2.HG94.0:NA	zf-C2H2/zf-C2H2_4/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2	zf-C2H2	ARCH1201_Gfi1b/Gfi1	zf-C2H2	CisBP_I	52	0.485946097335774	-0.0317296151981709	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032382395.2	Tgif1/Tgif2	""	Homeodomains.HG3.34:TGIF1	Homeobox_KN	Homeodomains	ARCH1502_Meis3/Meis2/Meis1_...	Homeodomains	CisBP_I	41	0.217275321430431	0.003269943851734	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032382402.2	""	""	zf-C2H2.HG1.24:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH502_M06063_2.00	zf-C2H2	CisBP_I	1	0.522662616928054	0.243989550216483	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_032382520.2	""	""	Doublesex_DM.HG1.8:like:DMRT1/DMRT2/DMRT3/DMRTA1/DMRTA2/DMRTB1	DM/DMA	Doublesex_DM	ARCH1070_Dmrtc2_Irx6	Doublesex_DM	CisBP_I	885	-0.0379044901295244	0.0060823204981698	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032382579.2	""	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH353_M06062_2.00__M06468...	zf-C2H2	CisBP_I	1	0.516165655174094	0.278926962836354	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_032382712.2	/Rfx5	""	RFX.HG1.1:RFX5/RFX7	RFX5_N/RFX_DNA_binding	RFX	ARCH653_/Rfx5	RFX	CisBP_I	303	0.0729574620184	0.0626352625384059	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032382967.2	""	""	HMGbox_Sox.HG1.52:like:LEF1/TCF7/TCF7L1/TCF7L2	HMG_box/zf-met/zf-met/zf-C2H2	HMGbox_Sox	ARCH1164_/Sox4/Sox11_Sox13/...	HMGbox_Sox	CisBP_I	15	0	0.692099132742508	C1	FALSE	FALSE	none
Nvec_vc1.1_XM_032383560.2	Otp	""	Homeodomains.HG2.69:OTP	Homeodomain/OAR	Homeodomains	ARCH233_Alx3/Alx4/Alx1_Barx...	Homeodomains	CisBP_I	1	0.468022800808459	0.308136382786505	B1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032383641.2	""	""	zf-C4_Nuclear_receptors.HG1.9:like:ESR1/ESR2/ESRRA/ESRRB/ESRRG/NR4A1/NR4A2/NR4A3	zf-C4/Hormone_recep	zf-C4_Nuclear_receptors	ARCH1091_Nr2c1/Nr2c2_Nr2f1/...	zf-C4_Nuclear_receptors	CisBP_I	251	0.0864236591538268	0.150075175953344	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032383663.2	""	""	Homeodomains.HG1.27:like:AC004080.3/AC012531.3/BARHL1/BARHL2/CDX1/CDX2/CDX4/DLX1/DLX2/DLX3/DLX4/DLX5/DLX6/EMX1/EMX2/EN1/EN2/EVX1/EVX2/GBX1/GBX2/GSX1/GSX2/HMX1/HMX2/HMX3/HOXA1/HOXA2/HOXA3/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB1/HOXB2/HOXB3/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD1/HOXD3/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13/MEOX1/MEOX2/MNX1/MSX1/MSX2/NKX1-1/NKX1-2/NKX6-1/NKX6-2/NKX6-3/NOTO/PDX1/TLX1/TLX2/TLX3/VAX1/VAX2	Homeodomain	Homeodomains	ARCH70_M02142_2.00	Homeodomains	CisBP_D	1098	-0.0180612499137407	-0.250379000349681	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032383677.2	""	""	Homeodomains.HG1.70:HOXA2/HOXB2/PDX1	Homeodomain	Homeodomains	ARCH1362_Six1/_Six4/Six5	Homeodomains	CisBP_I	2	0.701158277145089	0.333557200852059	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032383681.2	""	""	Homeodomains.HG1.51:like:AC004080.3/AC012531.3/CDX1/CDX2/CDX4/EVX1/EVX2/GBX1/GBX2/GSX1/GSX2/HOXA1/HOXA2/HOXA3/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB1/HOXB2/HOXB3/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD1/HOXD3/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13/MEOX1/MEOX2/MNX1/PDX1	Homeodomain	Homeodomains	ARCH243_Alx3/Alx4/Alx1_Hlx_...	Homeodomains	CisBP_I	29	0.259443483046798	0.143326412406853	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032383717.2	""	""	bZIP.HG2.0:like:CEBPA/CEBPB/CEBPD/CEBPE/CEBPG	bZIP_2	bZIP	ARCH640_Cebpd/Cebpe/Cebpa/C...	bZIP	CisBP_I	555	0.0501411055907469	-0.119930094323208	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032383907.2	Atf7/Gm28047/Creb5/Atf2	""	bZIP.HG1.4:ATF2/ATF7/ATF7-NPFF/CREB5	bZIP_1	bZIP	ARCH1612_Atf7/Gm28047/Creb5...	bZIP	CisBP_I	31	0.318881134407327	0.139727813060922	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032383925.2	Hlx	""	Homeodomains.HG1.21:BARX1/BARX2/BSX/DBX1/DBX2/HLX	Homeodomain	Homeodomains	ARCH1545_Meis3/Meis2/Meis1_...	Homeodomains	CisBP_I	7	0.614090452578767	0.475911049009464	A1	FALSE	TRUE	other
Nvec_vc1.1_XM_032383979.2	""	""	P53.HG1.4:TP53/TP63/TP73	P53	P53	ARCH910_p53	P53	Homer_known	281	0.573420386881763	0.281548951999962	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_032384126.2	""	""	Forkhead.HG1.17:like:FOXI1/FOXI2/FOXI3/FOXL3	Forkhead	Forkhead	ARCH964_Foxc2/Foxc1_Foxg1/G...	Forkhead	CisBP_I	4	0.451178849398897	0.1732359631224	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032384134.2	Zfp637/Zfp944/Zfp942	""	zf-C2H2.HG3.3:ZNF641	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH530_Snai2	zf-C2H2	CisBP_N	14	0.238465367357843	0.642378204158503	C1	FALSE	FALSE	none
Nvec_vc1.1_XM_032384172.2	Zfp946	""	zf-C2H2.HG1.40:GZF1/ZBTB24	zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH1345_Gfi1b/Gfi1	zf-C2H2	CisBP_I	106	0.125298057047568	0.462686266908699	C1	FALSE	FALSE	none
Nvec_vc1.1_XM_032384221.2	Etv6	ETV6/7	Ets.HG1.13:ETV6/ETV7	Ets	Ets	ARCH551_Elf3/Ehf/Elf5_Etv6	Ets	CisBP_I	151	0.103649051567028	-0.0830090808166788	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032384228.2	""	""	HMGbox_Sox.HG1.26:like:SOX8/SOX9/SOX10	HMG_box	HMGbox_Sox	ARCH1135_/Sox4/Sox11_Sox13/...	HMGbox_Sox	CisBP_I	6	0.420220932638315	0.206521067141938	B1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032384300.2	""	""	bZIP.HG3.0:MAFF/MAFG/MAFK	bZIP_Maf	bZIP	ARCH1281_Cic_Hbp1_Sox13/Sox...	bZIP	CisBP_I	485	0.084925008240893	-0.0692615047934496	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032384420.2	Sp7/Sp8/Sp9	Sp6-9	zf-C2H2.HG2.14:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	zf-C2H2/zf-C2H2/zf-C2H2_4	zf-C2H2	ARCH861_Scrt2/Scrt1	zf-C2H2	CisBP_I	4	0.221445008097682	0.617448085766026	C1	FALSE	TRUE	other
Nvec_vc1.1_XM_032384433.2	Twist2/Twist1	""	HLH.HG1.86:TWIST1/TWIST2	HLH	HLH	ARCH771_Twist2/Twist1	HLH	CisBP_I	1	0.65651628583543	0.253867495902939	B1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032384447.2	""	""	zf-C2H2.HG2.14:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH357_Egr3/Egr1_Sp6/Sp5_S...	zf-C2H2	CisBP_I	387	0.124205674498887	-0.0358597448763304	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032384450.2	Sp6/Sp5	""	zf-C2H2.HG2.14:SP1/SP2/SP3/SP4/SP5/SP6/SP7/SP8/SP9	zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH5_Egr3/Egr1_Klf5_Klf7_S...	zf-C2H2	CisBP_I	636	0.0183160487452443	-0.0603457224231347	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032384474.2	Tcf15/Scx	""	HLH.HG1.85:SCX/TCF15	HLH	HLH	ARCH1117_Twist2/Twist1	HLH	CisBP_I	1	0.625601915049077	0.551420896570092	A1	FALSE	FALSE	none
Nvec_vc1.1_XM_032384492.2	""	""	HLH.HG1.93:like:SCX/TCF15	HLH	HLH	ARCH144_BHLHE23	HLH	Homer_denovo	488	0.143984844307973	0.524725522576877	C1	FALSE	TRUE	other
Nvec_vc1.1_XM_032384949.2	Lhx9/Lhx2	""	Homeodomains.HG2.8:LHX2/LHX9	LIM/LIM/Homeodomain	Homeodomains	ARCH302_Emx1/Emx2_Hmx1/Hmx3...	Homeodomains	CisBP_I	2	0.452987483165847	0.247671123388413	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032384965.2	""	BarH-Like3	Homeodomains.HG1.39:BARHL1/BARHL2	Homeodomain	Homeodomains	ARCH1362_Six1/_Six4/Six5	Homeodomains	CisBP_I	38	0.628288480775661	0.352940871478814	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032385045.2	Barx2/Barx1	""	Homeodomains.HG1.21:BARX1/BARX2/BSX/DBX1/DBX2/HLX	Homeodomain	Homeodomains	ARCH26_Nkx3-2	Homeodomains	CisBP_I	626	0.0809237675508736	0.446499474720903	C1	FALSE	TRUE	other
Nvec_vc1.1_XM_032385089.2	Gabpa	""	Ets.HG1.7:GABPA	Ets	Ets	ARCH587_Elf3/Ehf/Elf5_Erg/F...	Ets	CisBP_I	47	0.400858258913724	0.0964211493964265	B1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032385184.2	""	Nem24	HLH.HG1.93:like:SCX/TCF15	HLH	HLH	ARCH144_BHLHE23	HLH	Homer_denovo	242	0.355959873419176	0.498068589481096	C1	FALSE	FALSE	none
Nvec_vc1.1_XM_032385185.2	""	Nem7	HLH.HG1.93:like:SCX/TCF15	HLH	HLH	ARCH144_BHLHE23	HLH	Homer_denovo	73	0.393898838106832	0.510254027732494	C1	FALSE	FALSE	none
Nvec_vc1.1_XM_032385373.2	Zfp764/E430018J23Rik/Zfp689/9130019O22Rik/Zfp747/Zfp688	""	zf-C2H2.HG13.5:GLI4/ZFP90/ZNF7/ZNF10/ZNF19/ZNF75A/ZNF75D/ZNF79/ZNF358/ZNF485/ZNF572/ZNF621/ZNF672	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH1204_ARR1__ZNF24	zf-C2H2	Homer_denovo	1050	-0.0115639566642194	0.43627496094879	C1	FALSE	FALSE	none
Nvec_vc1.1_XM_032385411.2	""	""	HMGbox_Sox.HG1.17:PINX1/SOX7/SOX17/SOX18	HMG_box	HMGbox_Sox	ARCH924_/Lef1/Tcf7l1/Tcf7	HMGbox_Sox	CisBP_I	314	0.42477035561444	0.517272308771691	A1	FALSE	TRUE	other
Nvec_vc1.1_XM_032385496.2	Ptf1a	PTF1a	HLH.HG1.91:like:FERD3L/PTF1A	HLH	HLH	ARCH745_Tfap4	HLH	CisBP_I	1	0.523549220113094	0.327820224908435	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032385647.2	Rfx1/Rfx3/Rfx2	RFX1/2/3	RFX.HG1.2:RFX1/RFX2/RFX3	RFX_DNA_binding	RFX	ARCH1359_Rfx1/Rfx3/Rfx2_Rfx6	RFX	CisBP_I	1	0.433635557968327	0.451357577456406	A1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032385706.2	""	FoxQ2d	Forkhead.HG1.14:like:FOXN1/FOXN2/FOXN3/FOXN4/FOXR1/FOXR2	Forkhead	Forkhead	ARCH1397_RBFox2__OCT:OCT-short	Forkhead	Homer_known	12	0.53466860567099	0.436638390644921	A1	FALSE	FALSE	none
Nvec_vc1.1_XM_032385715.2	""	""	E2F_TDP.HG1.4:E2F1/E2F2/E2F3/E2F6	E2F_TDP/E2F_CC-MB	E2F_TDP	ARCH394_/E2f4_E2f6_E2f8/E2f7	E2F_TDP	CisBP_I	81	0.459047215399934	0.441005760197203	A1	FALSE	TRUE	other
Nvec_vc1.1_XM_032385896.2	Jund/Junb/Jun	Cnido-Jun	bZIP.HG1.6:JUN/JUNB/JUND	Jun/bZIP_1	bZIP	ARCH947_Creb3l2/Creb3l1	bZIP	CisBP_I	7	0.412244723296111	-0.0973330305675993	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_032385905.2	""	""	zf-C2H2.HG1.3:ZBTB3	zf-C2H2	zf-C2H2	ARCH1621_M09942_2.00	zf-C2H2	CisBP_N	1186	-0.0709482717148716	0.154170163188242	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032385963.2	""	""	zf-C2H2.HG8.0:ZNF576/ZNF683/ZNF891	zf-C2H2/zf-C2H2	zf-C2H2	ARCH836_M08316_2.00__M08901...	zf-C2H2	CisBP_N	345	-0.00154848754074029	-0.238081442868287	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032386296.2	""	""	HMGbox_Sox.HG1.18:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	HMG_box	HMGbox_Sox	ARCH924_/Lef1/Tcf7l1/Tcf7	HMGbox_Sox	CisBP_I	947	-0.0221128426532925	0.617559451950569	C1	FALSE	TRUE	other
Nvec_vc1.1_XM_032386356.2	Srebf2/Srebf1	""	HLH.HG1.25:SREBF1/SREBF2	HLH	HLH	ARCH749_Ptf1a	HLH	CisBP_I	384	0.0824113531747855	0.482055406985383	C1	FALSE	FALSE	none
Nvec_vc1.1_XM_032386357.2	Srebf2/Srebf1	""	HLH.HG1.25:SREBF1/SREBF2	HLH	HLH	ARCH1577_Srebf2/Srebf1	HLH	CisBP_N	2	0.184553564355737	0.0844720316770185	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032386947.2	""	FoxQ2a	Forkhead.HG1.13:like:FOXN1/FOXN2/FOXN3/FOXN4/FOXR1/FOXR2	Forkhead	Forkhead	ARCH1178_/Sox4/Sox11_Foxd2/...	Forkhead	CisBP_I	105	0.420106594980198	0.388456646400707	B1	FALSE	TRUE	other
