gene	gene_module	membership_score	gene	gene_name	common_name	og	pfam	gene_list
Nvec_vc1.1_XM_032369958.2	royalblue	0.628	Nvec_vc1.1_XM_032369958.2	B3galt6			Galactosyl_T	
Nvec_vc1.1_XM_048728383.1	royalblue	0.612	Nvec_vc1.1_XM_048728383.1	Slc35d2/Slc35d1			TPT	
Nvec_vc1.1_XM_001635033.3	royalblue	0.612	Nvec_vc1.1_XM_001635033.3	Gm2a			Gal_Lectin/E1_DerP2_DerF2	
Nvec_vc1.1_XM_001637843.3	royalblue	0.608	Nvec_vc1.1_XM_001637843.3				Glycos_transf_2/Ricin_B_lectin	
Nvec_vc1.1_XM_032373207.2	royalblue	0.608	Nvec_vc1.1_XM_032373207.2	Plk3/Plk2/Plk5			Pkinase/POLO_box/POLO_box	
Nvec_vc1.1_XM_032387164.2	royalblue	0.6	Nvec_vc1.1_XM_032387164.2	Zng1			cobW/CobW_C	
Nvec_vc1.1_XM_048732162.1	royalblue	0.598	Nvec_vc1.1_XM_048732162.1					
Nvec_vc1.1_XM_001641080.3	royalblue	0.591	Nvec_vc1.1_XM_001641080.3				MFS_1_like	
Nvec_vc1.1_XM_001622891.3	royalblue	0.591	Nvec_vc1.1_XM_001622891.3					
Nvec_vc1.1_XM_001629168.3	royalblue	0.591	Nvec_vc1.1_XM_001629168.3	Pdia6			Thioredoxin/Thioredoxin	
Nvec_vc1.1_XM_032384090.2	royalblue	0.589	Nvec_vc1.1_XM_032384090.2				AA_permease_2	
Nvec_vc1.1_XM_048732755.1	royalblue	0.582	Nvec_vc1.1_XM_048732755.1	Tgds			GDP_Man_Dehyd	
Nvec_vc1.1_XM_001641531.3	royalblue	0.57	Nvec_vc1.1_XM_001641531.3				Tubulin/Tubulin_C	
Nvec_vc1.1_XM_032370183.2	royalblue	0.568	Nvec_vc1.1_XM_032370183.2				Glycos_transf_2/Ricin_B_lectin	
Nvec_vc1.1_XM_032385150.2	royalblue	0.537	Nvec_vc1.1_XM_032385150.2				Glyco_tran_10_N/Glyco_transf_10	
Nvec_vc1.1_XM_048728413.1	royalblue	0.526	Nvec_vc1.1_XM_048728413.1					
Nvec_vc1.1_XM_032380239.2	royalblue	0.524	Nvec_vc1.1_XM_032380239.2	Stk19			Stk19	
Nvec_vc1.1_XM_048728655.1	royalblue	0.52	Nvec_vc1.1_XM_048728655.1	Lmf2			ShK/LMF1	
Nvec_vc1.1_XM_048729055.1	royalblue	0.509	Nvec_vc1.1_XM_048729055.1	Tacc3/Tacc1/Tacc2			TACC_C	
Nvec_vc1.1_XM_048731568.1	royalblue	0.508	Nvec_vc1.1_XM_048731568.1	Gpcpd1			GDPD	
Nvec_vc1.1_XM_032386302.2	royalblue	0.501	Nvec_vc1.1_XM_032386302.2	Dclk2/Dclk1			DCX/DCX/Pkinase	
Nvec_vc1.1_XM_048730179.1	yellowgreen	0.984	Nvec_vc1.1_XM_048730179.1				ShK/ShK/ShK	
Nvec_vc1.1_XM_048720926.1	yellowgreen	0.983	Nvec_vc1.1_XM_048720926.1				Collagen/Collagen	
Nvec_vc1.1_XM_001638777.3	yellowgreen	0.974	Nvec_vc1.1_XM_001638777.3				ShK/ShK/ShK	
Nvec_vc1.1_XM_032375784.2	yellowgreen	0.972	Nvec_vc1.1_XM_032375784.2				ShK/ShK	
Nvec_vc1.1_XM_048726929.1	yellowgreen	0.967	Nvec_vc1.1_XM_048726929.1				Gal_Lectin/Gal_Lectin	
Nvec_vc1.1_XM_032384018.2	yellowgreen	0.962	Nvec_vc1.1_XM_032384018.2				G_glu_transpept	
Nvec_vc1.1_XM_032385587.2	yellowgreen	0.961	Nvec_vc1.1_XM_032385587.2					
Nvec_vc1.1_XM_032367729.2	yellowgreen	0.959	Nvec_vc1.1_XM_032367729.2				Gal_Lectin/Gal_Lectin	
Nvec_vc1.1_XM_048730230.1	yellowgreen	0.958	Nvec_vc1.1_XM_048730230.1	Bsph1			fn2/fn2	
Nvec_vc1.1_XM_001639551.3	yellowgreen	0.955	Nvec_vc1.1_XM_001639551.3				CAP	
Nvec_vc1.1_XM_001627444.3	yellowgreen	0.955	Nvec_vc1.1_XM_001627444.3				GDA1_CD39	
Nvec_vc1.1_XM_001641135.3	yellowgreen	0.955	Nvec_vc1.1_XM_001641135.3					
Nvec_vc1.1_XM_048723003.1	yellowgreen	0.951	Nvec_vc1.1_XM_048723003.1				CAP	
Nvec_vc1.1_XM_032377394.2	yellowgreen	0.949	Nvec_vc1.1_XM_032377394.2					
Nvec_vc1.1_XM_032376085.2	yellowgreen	0.944	Nvec_vc1.1_XM_032376085.2					
Nvec_vc1.1_XM_032364437.2	yellowgreen	0.943	Nvec_vc1.1_XM_032364437.2				CAP	
Nvec_vc1.1_XM_048729461.1	yellowgreen	0.942	Nvec_vc1.1_XM_048729461.1				MFS_1	
Nvec_vc1.1_XM_032384592.2	yellowgreen	0.936	Nvec_vc1.1_XM_032384592.2				GSHPx	
Nvec_vc1.1_XM_001641901.3	yellowgreen	0.934	Nvec_vc1.1_XM_001641901.3	Dkk3			Dickkopf_N	
Nvec_vc1.1_XM_032377686.2	yellowgreen	0.928	Nvec_vc1.1_XM_032377686.2					
Nvec_vc1.1_XM_001634802.3	yellowgreen	0.915	Nvec_vc1.1_XM_001634802.3				EF-hand_8/EF-hand_5	
Nvec_vc1.1_XM_048728138.1	yellowgreen	0.889	Nvec_vc1.1_XM_048728138.1					
Nvec_vc1.1_XM_032381265.2	yellowgreen	0.885	Nvec_vc1.1_XM_032381265.2					
Nvec_vc1.1_XM_048723899.1	yellowgreen	0.88	Nvec_vc1.1_XM_048723899.1				VWA	
Nvec_vc1.1_XM_048734082.1	yellowgreen	0.873	Nvec_vc1.1_XM_048734082.1				EGF/EGF/EGF/hEGF/hEGF/EGF/EGF/hEGF/EGF	
Nvec_vc1.1_XM_048728731.1	yellowgreen	0.853	Nvec_vc1.1_XM_048728731.1					
Nvec_vc1.1_XM_048725206.1	yellowgreen	0.851	Nvec_vc1.1_XM_048725206.1				Collagen	
Nvec_vc1.1_XM_032374997.2	yellowgreen	0.844	Nvec_vc1.1_XM_032374997.2				AbfB/TSP_1/fn2	
Nvec_vc1.1_XM_032366700.2	yellowgreen	0.821	Nvec_vc1.1_XM_032366700.2					
Nvec_vc1.1_XM_001637752.3	yellowgreen	0.819	Nvec_vc1.1_XM_001637752.3				CLN3/CLN3	
Nvec_vc1.1_XM_001640961.3	yellowgreen	0.817	Nvec_vc1.1_XM_001640961.3				MFS_1_like	
Nvec_vc1.1_XM_032382711.2	yellowgreen	0.802	Nvec_vc1.1_XM_032382711.2				Peptidase_M13_N/Peptidase_M13	
Nvec_vc1.1_XM_001633704.3	yellowgreen	0.8	Nvec_vc1.1_XM_001633704.3				PA/Peptidase_M28/TFR_dimer	
Nvec_vc1.1_XM_048722035.1	yellowgreen	0.775	Nvec_vc1.1_XM_048722035.1				MACPF/F5_F8_type_C	
Nvec_vc1.1_XM_048724374.1	yellowgreen	0.767	Nvec_vc1.1_XM_048724374.1				MFS_1_like	
Nvec_vc1.1_XM_032385600.2	yellowgreen	0.737	Nvec_vc1.1_XM_032385600.2					
Nvec_vc1.1_XM_001632755.3	yellowgreen	0.706	Nvec_vc1.1_XM_001632755.3				Phospholip_A2_1	
Nvec_vc1.1_XM_048730546.1	yellowgreen	0.698	Nvec_vc1.1_XM_048730546.1					
Nvec_vc1.1_XM_001623762.3	yellowgreen	0.698	Nvec_vc1.1_XM_001623762.3				MFS_1	
Nvec_vc1.1_XM_048734081.1	yellowgreen	0.67	Nvec_vc1.1_XM_048734081.1				EGF/EGF/EGF/EGF/EGF/EGF/EGF	
Nvec_vc1.1_XM_032362974.2	yellowgreen	0.571	Nvec_vc1.1_XM_032362974.2				7tm_1	
Nvec_vc1.1_XM_048728923.1	yellowgreen	0.558	Nvec_vc1.1_XM_048728923.1				MFS_1	
Nvec_vc1.1_XM_048724836.1	lightgreen	0.967	Nvec_vc1.1_XM_048724836.1	Efhd2/Efhd1			EF-hand_7	
Nvec_NVE24513	lightgreen	0.965	Nvec_NVE24513					
Nvec_NVE9992	lightgreen	0.948	Nvec_NVE9992					
Nvec_vc1.1_XM_032383121.2	lightgreen	0.945	Nvec_vc1.1_XM_032383121.2					
Nvec_vc1.1_XM_032362159.2	lightgreen	0.945	Nvec_vc1.1_XM_032362159.2					
Nvec_vc1.1_XM_032385528.2	lightgreen	0.92	Nvec_vc1.1_XM_032385528.2				CSRNP_N/CSRNP_N	
Nvec_vc1.1_XM_001628602.3	lightgreen	0.915	Nvec_vc1.1_XM_001628602.3	Cotl1			Cofilin_ADF	
Nvec_NVE6437	lightgreen	0.902	Nvec_NVE6437	Fam167a/Fam167b				
Nvec_vc1.1_XM_032384640.2	lightgreen	0.899	Nvec_vc1.1_XM_032384640.2				7tm_1	
Nvec_vc1.1_XM_032381908.2	lightgreen	0.899	Nvec_vc1.1_XM_032381908.2		Hand2	HLH.HG1.66:like:HAND1/HAND2	HLH	tfs
Nvec_vc1.1_XM_001632680.3	lightgreen	0.897	Nvec_vc1.1_XM_001632680.3				TatD_DNase	
Nvec_vc1.1_XM_032364636.2	lightgreen	0.896	Nvec_vc1.1_XM_032364636.2	Ifi44l/Ifi44			MMR_HSR1	
Nvec_vc1.1_XM_048732510.1	lightgreen	0.891	Nvec_vc1.1_XM_048732510.1				DDE_Tnp_IS1595	
Nvec_vc1.1_XM_001635358.3	lightgreen	0.89	Nvec_vc1.1_XM_001635358.3	Fnbp1/Trip10/Fnbp1l			FCH/SH3_1	
Nvec_vc1.1_XM_001636847.3	lightgreen	0.886	Nvec_vc1.1_XM_001636847.3	Fscn1/Fscn2			Fascin/Fascin/Fascin/Fascin	
Nvec_vc1.1_XM_048725613.1	lightgreen	0.882	Nvec_vc1.1_XM_048725613.1					
Nvec_vc1.1_XM_001636305.3	lightgreen	0.876	Nvec_vc1.1_XM_001636305.3				zf-CDGSH	
Nvec_vc1.1_XM_032366967.2	lightgreen	0.872	Nvec_vc1.1_XM_032366967.2					
Nvec_vc1.1_XM_032371336.2	lightgreen	0.872	Nvec_vc1.1_XM_032371336.2	Zfp36l2/Zfp36l1			Tis11B_N/zf-CCCH/zf-CCCH	
Nvec_vc1.1_XM_001637358.3	lightgreen	0.864	Nvec_vc1.1_XM_001637358.3					
Nvec_vc1.1_XM_048731682.1	lightgreen	0.858	Nvec_vc1.1_XM_048731682.1					
Nvec_vc1.1_XM_048733312.1	lightgreen	0.857	Nvec_vc1.1_XM_048733312.1				Helicase_C	
Nvec_vc1.1_XM_048719675.1	lightgreen	0.852	Nvec_vc1.1_XM_048719675.1					
Nvec_vc1.1_XM_032377492.2	lightgreen	0.851	Nvec_vc1.1_XM_032377492.2					
Nvec_vc1.1_XM_032374688.2	lightgreen	0.845	Nvec_vc1.1_XM_032374688.2					
Nvec_vc1.1_XM_032372033.2	lightgreen	0.838	Nvec_vc1.1_XM_032372033.2					
Nvec_vc1.1_XM_032387186.2	lightgreen	0.836	Nvec_vc1.1_XM_032387186.2	Snai2	SnailA	zf-C2H2.HG7.5:SNAI1/SNAI2/SNAI3	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	tfs
Nvec_vc1.1_XM_032365713.2	lightgreen	0.833	Nvec_vc1.1_XM_032365713.2				Lipase_GDSL_2	
Nvec_vc1.1_XM_032370573.2	lightgreen	0.832	Nvec_vc1.1_XM_032370573.2	Hmbs			Porphobil_deam/Porphobil_deamC	
Nvec_NVE6151	lightgreen	0.826	Nvec_NVE6151					
Nvec_vc1.1_XM_048720187.1	lightgreen	0.824	Nvec_vc1.1_XM_048720187.1	Grb2			SH3_1/SH2/SH3_1	
Nvec_vc1.1_XM_001629925.3	lightgreen	0.822	Nvec_vc1.1_XM_001629925.3	Fam43a			PID_2	
Nvec_NVE1903	lightgreen	0.822	Nvec_NVE1903					
Nvec_vc1.1_XM_032374244.2	lightgreen	0.81	Nvec_vc1.1_XM_032374244.2					
Nvec_vc1.1_XM_032386768.2	lightgreen	0.806	Nvec_vc1.1_XM_032386768.2	Fbxo36				
Nvec_vc1.1_XM_001636100.3	lightgreen	0.802	Nvec_vc1.1_XM_001636100.3	Gne			ROK	
Nvec_vc1.1_XM_001631336.3	lightgreen	0.8	Nvec_vc1.1_XM_001631336.3	Rnaseh1			Cauli_VI/RNase_H	
Nvec_vc1.1_XM_032375635.2	lightgreen	0.794	Nvec_vc1.1_XM_032375635.2	Otx1/Otx2	OtxB	Homeodomains.HG2.46:CRX/OTX1/OTX2	Homeodomain	tfs
Nvec_vc1.1_XM_001633349.3	lightgreen	0.79	Nvec_vc1.1_XM_001633349.3	Cpox			Coprogen_oxidas	
Nvec_vc1.1_XM_032382877.2	lightgreen	0.789	Nvec_vc1.1_XM_032382877.2	Prmt5			PRMT5_TIM/PRMT5/PRMT5_C	
Nvec_vc1.1_XM_048731204.1	lightgreen	0.787	Nvec_vc1.1_XM_048731204.1	Scarb2/Cd36			CD36	
Nvec_vc1.1_XM_032364561.2	lightgreen	0.787	Nvec_vc1.1_XM_032364561.2	Hnf1a/Hnf1b		Homeodomains.HG2.0:HNF1A/HNF1B	HNF-1_N/Homeodomain	tfs
Nvec_vc1.1_XM_048731962.1	lightgreen	0.783	Nvec_vc1.1_XM_048731962.1	Acer3			Ceramidase	
Nvec_vc1.1_XM_032385246.1	lightgreen	0.766	Nvec_vc1.1_XM_032385246.1					
Nvec_vc1.1_XM_001634956.3	lightgreen	0.76	Nvec_vc1.1_XM_001634956.3	Gsc2/Gsc//Obox1/Obox7/Obox2		Homeodomains.HG2.43:GSC/GSC2	Homeodomain	tfs
Nvec_vc1.1_XM_001630241.3	lightgreen	0.758	Nvec_vc1.1_XM_001630241.3	Txnrd1/Txnrd3			Glutaredoxin/Pyr_redox_2/Pyr_redox_dim	
Nvec_vc1.1_XM_032366626.2	lightgreen	0.74	Nvec_vc1.1_XM_032366626.2				BTB/BACK/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1	
Nvec_vc1.1_XM_001625350.2	lightgreen	0.739	Nvec_vc1.1_XM_001625350.2	Bcl10			CARD	
Nvec_vc1.1_XM_001637159.3	lightgreen	0.736	Nvec_vc1.1_XM_001637159.3	Imp3			Ribosomal_S4/S4	
Nvec_vc1.1_XM_032361879.2	lightgreen	0.734	Nvec_vc1.1_XM_032361879.2	Commd2			COMM_domain	
Nvec_vc1.1_XM_048725063.1	lightgreen	0.725	Nvec_vc1.1_XM_048725063.1					
Nvec_vc1.1_XM_032366824.2	lightgreen	0.72	Nvec_vc1.1_XM_032366824.2					
Nvec_NVE9884	lightgreen	0.72	Nvec_NVE9884					
Nvec_v1g240324	lightgreen	0.711	Nvec_v1g240324					
Nvec_vc1.1_XM_032366225.2	lightgreen	0.711	Nvec_vc1.1_XM_032366225.2	Klf15		zf-C2H2.HG2.5:KLF15	zf-C2H2/zf-C2H2/zf-C2H2	tfs
Nvec_vc1.1_XM_048726584.1	lightgreen	0.708	Nvec_vc1.1_XM_048726584.1				MFS_1	
Nvec_vc1.1_XM_032364695.2	lightgreen	0.7	Nvec_vc1.1_XM_032364695.2				Methyltransf_25	
Nvec_vc1.1_XM_048729824.1	lightgreen	0.693	Nvec_vc1.1_XM_048729824.1					
Nvec_vc1.1_XM_001641878.3	lightgreen	0.691	Nvec_vc1.1_XM_001641878.3	Cdk20			Pkinase	
Nvec_vc1.1_XM_048722000.1	lightgreen	0.689	Nvec_vc1.1_XM_048722000.1	Ccdc28a/Ccdc28b			DUF4061	
Nvec_vc1.1_XM_048730249.1	lightgreen	0.686	Nvec_vc1.1_XM_048730249.1		Nvpl1		Lipase/PLAT	
Nvec_vc1.1_XM_001633920.3	lightgreen	0.681	Nvec_vc1.1_XM_001633920.3				Acetyltransf_1/Acetyltransf_18	
Nvec_vc1.1_XM_001633156.3	lightgreen	0.676	Nvec_vc1.1_XM_001633156.3			T-box.HG1.1:like:MGA/TBX1/TBX2/TBX3/TBX4/TBX5/TBX6/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	tfs
Nvec_vc1.1_XM_001629838.3	lightgreen	0.673	Nvec_vc1.1_XM_001629838.3	Mat1a/Mat2a			S-AdoMet_synt_N/S-AdoMet_synt_M/S-AdoMet_synt_C	
Nvec_vc1.1_XM_032369304.2	lightgreen	0.67	Nvec_vc1.1_XM_032369304.2				Roc	
Nvec_vc1.1_XM_032373618.2	lightgreen	0.667	Nvec_vc1.1_XM_032373618.2	Nkx2-2/Nkx2-9	Nkx-2.2a	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	tfs
Nvec_vc1.1_XM_032380528.2	lightgreen	0.659	Nvec_vc1.1_XM_032380528.2	Ptpn11/Ptpn6			SH2/SH2/Y_phosphatase	
Nvec_vc1.1_XM_048720908.1	lightgreen	0.657	Nvec_vc1.1_XM_048720908.1				SAM_2	
Nvec_vc1.1_XM_001629063.3	lightgreen	0.653	Nvec_vc1.1_XM_001629063.3				SH2/SOCS_box	
Nvec_vc1.1_XM_001636769.3	lightgreen	0.651	Nvec_vc1.1_XM_001636769.3	Gpd1/Gpd1l			NAD_Gly3P_dh_N/NAD_Gly3P_dh_C	
Nvec_vc1.1_XM_032362536.2	lightgreen	0.642	Nvec_vc1.1_XM_032362536.2	Bola3			BolA	
Nvec_vc1.1_XM_048731256.1	lightgreen	0.641	Nvec_vc1.1_XM_048731256.1	Alad			ALAD	
Nvec_vc1.1_XM_048732586.1	lightgreen	0.639	Nvec_vc1.1_XM_048732586.1	Chek1			Pkinase	
Nvec_NVE1711	lightgreen	0.636	Nvec_NVE1711					
Nvec_vc1.1_XM_032362304.2	lightgreen	0.635	Nvec_vc1.1_XM_032362304.2	Pgk1/Pgk2			PGK	
Nvec_vc1.1_XM_048731587.1	lightgreen	0.63	Nvec_vc1.1_XM_048731587.1	Rgl2/Rgl1/Ralgds/Rgl3			RasGEF_N/RasGEF/RA	
Nvec_vc1.1_XM_001624387.3	lightgreen	0.626	Nvec_vc1.1_XM_001624387.3				Ras	
Nvec_v1g238107	lightgreen	0.624	Nvec_v1g238107					
Nvec_vc1.1_XM_001624077.3	lightgreen	0.624	Nvec_vc1.1_XM_001624077.3				zf-CCCH_4	
Nvec_vc1.1_XM_032365451.2	lightgreen	0.622	Nvec_vc1.1_XM_032365451.2					
Nvec_vc1.1_XM_048726437.1	lightgreen	0.621	Nvec_vc1.1_XM_048726437.1	Slc16a2/Slc16a10			MFS_1	
Nvec_vc1.1_XM_001626788.3	lightgreen	0.621	Nvec_vc1.1_XM_001626788.3	Wdr45b				
Nvec_NVE12148	lightgreen	0.62	Nvec_NVE12148				Phospho_p8	
Nvec_vc1.1_XM_032385556.2	lightgreen	0.615	Nvec_vc1.1_XM_032385556.2	Pou5f1/Pou5f2		Homeodomains.HG4.9:like:POU3F1/POU3F2/POU3F3/POU3F4	Pou/Homeodomain	tfs
Nvec_vc1.1_XM_048721652.1	lightgreen	0.614	Nvec_vc1.1_XM_048721652.1	Rpf2			Brix	
Nvec_vc1.1_XM_001629441.3	lightgreen	0.613	Nvec_vc1.1_XM_001629441.3	Commd7			COMM_domain	
Nvec_vc1.1_XM_001634863.3	lightgreen	0.613	Nvec_vc1.1_XM_001634863.3				Tropomyosin	
Nvec_vc1.1_XM_032379688.2	lightgreen	0.612	Nvec_vc1.1_XM_032379688.2		NVHD033-ANTP	Homeodomains.HG1.39:BARHL1/BARHL2	Homeodomain	tfs
Nvec_v1g162063	lightgreen	0.611	Nvec_v1g162063				Robl_LC7	
Nvec_vc1.1_XM_001637922.3	lightgreen	0.608	Nvec_vc1.1_XM_001637922.3	Atxn7l3b/Atxn7l3			Sgf11/SCA7	
Nvec_vc1.1_XM_001624928.3	lightgreen	0.607	Nvec_vc1.1_XM_001624928.3				2-Hacid_dh/2-Hacid_dh_C	
Nvec_vc1.1_XM_048724960.1	lightgreen	0.606	Nvec_vc1.1_XM_048724960.1	Dcps			DcpS/DcpS_C	
Nvec_vc1.1_XM_001638723.3	lightgreen	0.599	Nvec_vc1.1_XM_001638723.3	Nudc			Nudc_N/CS	
Nvec_vc1.1_XM_001622409.3	lightgreen	0.595	Nvec_vc1.1_XM_001622409.3					
Nvec_vc1.1_XM_001623372.3	lightgreen	0.59	Nvec_vc1.1_XM_001623372.3				Ras	
Nvec_vc1.1_XM_001641352.3	lightgreen	0.59	Nvec_vc1.1_XM_001641352.3	Pepd			AMP_N/Peptidase_M24	
Nvec_vc1.1_XM_032365778.2	lightgreen	0.589	Nvec_vc1.1_XM_032365778.2	Ccdc167			CCDC-167	
Nvec_vc1.1_XM_001639318.2	lightgreen	0.588	Nvec_vc1.1_XM_001639318.2				Epimerase	
Nvec_vc1.1_XM_032384850.2	lightgreen	0.587	Nvec_vc1.1_XM_032384850.2	Cndp2			Peptidase_M20/M20_dimer	
Nvec_vc1.1_XM_032370802.2	lightgreen	0.586	Nvec_vc1.1_XM_032370802.2	Ezr/Msn/Rdx			FERM_N/FERM_M/FERM_C/ERM	
Nvec_vc1.1_XM_001636124.3	lightgreen	0.584	Nvec_vc1.1_XM_001636124.3	Mnat1			zf-C3HC4_5/MAT1	
Nvec_NVE13323	lightgreen	0.584	Nvec_NVE13323					
Nvec_vc1.1_XM_001633241.3	lightgreen	0.583	Nvec_vc1.1_XM_001633241.3	Gm50387/Znrd2			Auto_anti-p27	
Nvec_vc1.1_XM_001640937.3	lightgreen	0.583	Nvec_vc1.1_XM_001640937.3				Thymosin/Thymosin/Thymosin/Thymosin/Thymosin/Thymosin/Thymosin/Thymosin/Thymosin	
Nvec_vc1.1_XM_001636545.3	lightgreen	0.582	Nvec_vc1.1_XM_001636545.3	Pop5			RNase_P_Rpp14	
Nvec_NVE8245	lightgreen	0.581	Nvec_NVE8245					
Nvec_vc1.1_XM_032382947.2	lightgreen	0.579	Nvec_vc1.1_XM_032382947.2	Lyrm4			Complex1_LYR	
Nvec_vc1.1_XM_032364881.2	lightgreen	0.578	Nvec_vc1.1_XM_032364881.2	Mob3c/Mob3b/Mob3a			Mob1_phocein	
Nvec_vc1.1_XM_032362379.2	lightgreen	0.57	Nvec_vc1.1_XM_032362379.2	Nkx2-2/Nkx2-9		Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	tfs
Nvec_vc1.1_XM_001636475.3	lightgreen	0.569	Nvec_vc1.1_XM_001636475.3	Rab33b/Rab33a			Ras	
Nvec_vc1.1_XM_001624988.3	lightgreen	0.566	Nvec_vc1.1_XM_001624988.3	Hprt1			Pribosyltran	
Nvec_vc1.1_XM_001626707.3	lightgreen	0.565	Nvec_vc1.1_XM_001626707.3				Usp	
Nvec_vc1.1_XM_001628645.3	lightgreen	0.565	Nvec_vc1.1_XM_001628645.3			zf-C2H2.HG1.88:MYNN	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2/zf-C2H2	tfs
Nvec_vc1.1_XM_048722690.1	lightgreen	0.564	Nvec_vc1.1_XM_048722690.1	Setd3			SET/Rubis-subs-bind	
Nvec_vc1.1_XM_032382399.2	lightgreen	0.563	Nvec_vc1.1_XM_032382399.2	Tgfb1i1/Lpxn/Pxn			LIM/LIM/LIM/LIM	
Nvec_vc1.1_XM_048722771.1	lightgreen	0.563	Nvec_vc1.1_XM_048722771.1					
Nvec_vc1.1_XM_001624543.3	lightgreen	0.561	Nvec_vc1.1_XM_001624543.3				Ndr	
Nvec_vc1.1_XM_001632919.3	lightgreen	0.558	Nvec_vc1.1_XM_001632919.3	Cacybp			Siah-Interact_N/CS	
Nvec_vc1.1_XM_001640353.3	lightgreen	0.557	Nvec_vc1.1_XM_001640353.3	Cdr2l/Cdr2				
Nvec_vc1.1_XM_032380356.2	lightgreen	0.554	Nvec_vc1.1_XM_032380356.2					
Nvec_vc1.1_XM_032378750.2	lightgreen	0.553	Nvec_vc1.1_XM_032378750.2				Amidase	
Nvec_vc1.1_XM_001624702.3	lightgreen	0.552	Nvec_vc1.1_XM_001624702.3	Accs/Accsl			Aminotran_1_2	
Nvec_vc1.1_XM_001639226.3	lightgreen	0.545	Nvec_vc1.1_XM_001639226.3	Grpel2/Grpel1			GrpE	
Nvec_vc1.1_XM_048725588.1	lightgreen	0.541	Nvec_vc1.1_XM_048725588.1				F5_F8_type_C/EGF_CA/EGF_CA/EGF_CA	
Nvec_vc1.1_XM_032375103.2	lightgreen	0.541	Nvec_vc1.1_XM_032375103.2	Sufu			SUFU/SUFU_C	
Nvec_vc1.1_XM_001623829.3	lightgreen	0.54	Nvec_vc1.1_XM_001623829.3				ECH_1	
Nvec_vc1.1_XM_032378919.2	lightgreen	0.54	Nvec_vc1.1_XM_032378919.2	Ccdc83				
Nvec_vc1.1_XM_048719818.1	lightgreen	0.539	Nvec_vc1.1_XM_048719818.1					
Nvec_vc1.1_XM_001638455.3	lightgreen	0.534	Nvec_vc1.1_XM_001638455.3	Spr			adh_short	
Nvec_vc1.1_XM_048732327.1	lightgreen	0.532	Nvec_vc1.1_XM_048732327.1				Rhodanese	
Nvec_NVE8115	lightgreen	0.529	Nvec_NVE8115					
Nvec_vc1.1_XM_048727250.1	lightgreen	0.525	Nvec_vc1.1_XM_048727250.1	Mettl13			Methyltransf_31/Spermine_synth	
Nvec_vc1.1_XM_032379496.2	lightgreen	0.524	Nvec_vc1.1_XM_032379496.2					
Nvec_vc1.1_XM_048726226.1	lightgreen	0.522	Nvec_vc1.1_XM_048726226.1				Laminin_G_3	
Nvec_vc1.1_XM_048734358.1	lightgreen	0.522	Nvec_vc1.1_XM_048734358.1				Mito_carr/Mito_carr/Mito_carr	
Nvec_vc1.1_XM_032380897.2	lightgreen	0.521	Nvec_vc1.1_XM_032380897.2				PH	
Nvec_vc1.1_XM_048725696.1	lightgreen	0.521	Nvec_vc1.1_XM_048725696.1					
Nvec_vc1.1_XM_032366075.2	lightgreen	0.519	Nvec_vc1.1_XM_032366075.2	Gtf2f1			TFIIF_alpha	
Nvec_vc1.1_XM_048731080.1	lightgreen	0.515	Nvec_vc1.1_XM_048731080.1	Eif3g			eIF3g/RRM_1	
Nvec_vc1.1_XM_001633777.3	lightgreen	0.512	Nvec_vc1.1_XM_001633777.3	Hars2/Hars1			tRNA-synt_His/HGTP_anticodon	
Nvec_vc1.1_XM_001623052.3	lightgreen	0.51	Nvec_vc1.1_XM_001623052.3	AU022252			DUF2452	
Nvec_vc1.1_XM_001638052.3	lightgreen	0.51	Nvec_vc1.1_XM_001638052.3	Ggct			AIG2_2	
Nvec_vc1.1_XM_032385775.2	lightgreen	0.509	Nvec_vc1.1_XM_032385775.2	Commd1b/Commd1			COMMD1_N/COMM_domain	
Nvec_vc1.1_XM_001632253.3	lightgreen	0.508	Nvec_vc1.1_XM_001632253.3	Prorsd1			tRNA_edit	
Nvec_vc1.1_XM_001630105.3	lightgreen	0.507	Nvec_vc1.1_XM_001630105.3	Gid4			Vac_ImportDeg	
Nvec_vc1.1_XM_048722276.1	lightgreen	0.502	Nvec_vc1.1_XM_048722276.1	Ctps2/Ctps1			CTP_synth_N/GATase	
Nvec_vc1.1_XM_032366182.2	lightgreen	0.502	Nvec_vc1.1_XM_032366182.2					
Nvec_vc1.1_XM_001626167.3	lightgreen	0.502	Nvec_vc1.1_XM_001626167.3	Fam136a			DUF842	
Nvec_vc1.1_XM_001632858.3	lightgreen	0.5	Nvec_vc1.1_XM_001632858.3				Ras	
Nvec_vc1.1_XM_001639517.3	lightcyan	0.976	Nvec_vc1.1_XM_001639517.3	Sbspon			TSP1_spondin	
