gene	cell_type	stage	time	lvl	rpm_delta	rpm_delta_diff
Nvec_vc1.1_XM_032383512.2	NPC	D|18h gastrula	D|18h gastrula	1	0.930684533610582	0.713326779470172
Nvec_vc1.1_XM_032363418.2	ectoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.928783180046233	0.782274875410161
Nvec_vc1.1_XM_001628634.3	ectoderm.embryonic	D|16d p.polyp	D|16d p.polyp	8	0.928713659896456	0.679038239717734
Nvec_vc1.1_XM_048720569.1	ectoderm.pharyngeal	D|3d planula	D|3d planula	4	0.928261178491329	0.878887226011786
Nvec_vc1.1_XM_001636889.3	ectoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.927935360761069	0.742171457820203
Nvec_vc1.1_XM_032383512.2	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.924160652071457	0.59441859261042
Nvec_vc1.1_XM_048732912.1	cnidocyte.mature	D|4d.c planula	D|4d.c planula	5	0.924099886716249	0.315006194977929
Nvec_vc1.1_XM_032378338.2	ectoderm.epidermis	D|18h gastrula	D|18h gastrula	1	0.923069889359627	0.882484051359161
Nvec_vc1.1_XM_032367288.2	neuronal	D|4d.c planula	D|4d.c planula	5	0.922941835269329	0.694825701493416
Nvec_vc1.1_XM_001637208.3	ectoderm.epidermis	D|3d planula	D|3d planula	4	0.922856424495627	0.444674727698058
Nvec_vc1.1_XM_032383925.2	gastrodermis	D|4d.c planula	D|4d.c planula	5	0.920957628728862	0.334189273302435
Nvec_vc1.1_XM_032375459.2	mesendoderm.embryonic	D|3d planula	D|3d planula	4	0.918230563002681	0.870998373498513
Nvec_vc1.1_XM_032383905.2	gastrodermis	D|24h gastrula	D|24h gastrula	2	0.915246098439376	0.913048606646824
Nvec_vc1.1_XM_032385963.2	cnidocyte.mature	D|4d.c planula	D|4d.c planula	5	0.914979061976549	0.643797828150688
Nvec_vc1.1_XM_001631543.3	secretory	D|3d planula	D|3d planula	4	0.913570507331038	0.458027126028199
Nvec_vc1.1_XM_001635172.3	mesendoderm.embryonic	D|3d planula	D|3d planula	4	0.91153068006802	0.884866978214396
Nvec_vc1.1_XM_032379465.2	neuronal	D|4d.c planula	D|4d.c planula	5	0.911322519033345	0.537133151236303
Nvec_vc1.1_XM_032371996.2	ectoderm.epidermis	D|24h gastrula	D|24h gastrula	2	0.908685662508293	0.818984117477212
Nvec_vc1.1_XM_001638266.3	gastrodermis	D|8d p.polyp	D|8d p.polyp	7	0.908091297404275	0.693374975466228
Nvec_vc1.1_XM_032387283.2	mesendoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.90785498489426	0.778957601914431
Nvec_vc1.1_XM_048724012.1	gastrodermis	D|4d.c planula	D|4d.c planula	5	0.9064218307574	0.489541297961425
Nvec_vc1.1_XM_032385496.2	neuronal	D|24h gastrula	D|24h gastrula	2	0.906197507410404	0.700225467992518
Nvec_vc1.1_XM_032384221.2	neuronal	D|3d planula	D|3d planula	4	0.904251008533374	0.855107153931995
Nvec_vc1.1_XM_032374789.2	retractor muscle	D|4d.c planula	D|4d.c planula	5	0.903716409376787	0.353966398507694
Nvec_vc1.1_XM_032386243.2	cnidocyte	D|4d.c planula	D|4d.c planula	5	0.902983746130031	0.721790847606721
Nvec_vc1.1_XM_001628892.3	gland.mucous	D|4d.c planula	D|4d.c planula	5	0.900609958326724	0.526263533065466
Nvec_vc1.1_XM_001634111.3	neuronal	D|18h gastrula	D|18h gastrula	1	0.900215031416243	0.892743168477073
Nvec_vc1.1_XM_048723584.1	secretory	D|24h gastrula	D|24h gastrula	2	0.900172117039587	0.768446252504106
Nvec_vc1.1_XM_032371032.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.897754698199949	0.685865067394884
Nvec_vc1.1_XM_048732864.1	NPC	D|2d planula	D|2d planula	3	0.897664152023047	0.782644562631954
Nvec_vc1.1_XM_032375280.2	gastrodermis	D|4d.c planula	D|4d.c planula	5	0.896305271920362	0.606817420858076
Nvec_vc1.1_XM_048725593.1	NPC	D|4d.c planula	D|4d.c planula	5	0.895306664266751	0.331636557988774
Nvec_vc1.1_XM_001632368.2	mesendoderm.embryonic	D|5d p.polyp	D|5d p.polyp	6	0.895266868076536	0.790533736153072
Nvec_vc1.1_XM_032362379.2	mesendoderm.embryonic	D|5d p.polyp	D|5d p.polyp	6	0.895266868076536	0.705822301855571
Nvec_vc1.1_XM_048730169.1	mesendoderm.embryonic	D|2d planula	D|2d planula	3	0.895096017765787	0.730808210329819
Nvec_vc1.1_XM_032383868.2	gastrodermis	D|4d.c planula	D|4d.c planula	5	0.893424862807039	0.718727675628209
Nvec_vc1.1_XM_048728399.1	cnidocyte	D|8d p.polyp	D|8d p.polyp	7	0.892530897367007	0.726647568641544
Nvec_vc1.1_XM_001638761.3	ectoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.891903041141603	0.767304800514912
Nvec_vc1.1_XM_032385706.2	secretory	D|4d.c planula	D|4d.c planula	5	0.891666728186805	0.55098781326274
Nvec_vc1.1_XM_001639692.3	mesendoderm.embryonic	D|3d planula	D|3d planula	4	0.890974084003575	0.832346797918314
Nvec_vc1.1_XM_048720726.1	secretory	D|3d planula	D|3d planula	4	0.890740234908495	0.78148046981699
Nvec_vc1.1_XM_032383641.2	neuronal	D|24h gastrula	D|24h gastrula	2	0.890472540047583	0.518367764296195
Nvec_vc1.1_XM_048730161.1	cnidocyte.mature	D|2d planula	D|2d planula	3	0.888053092001175	0.776106184002351
Nvec_vc1.1_XM_001632929.3	ectoderm.pharyngeal	D|24h gastrula	D|24h gastrula	2	0.887977528089888	0.824848222048949
Nvec_vc1.1_XM_032379394.2	ectoderm.pharyngeal	D|2d planula	D|2d planula	3	0.88740375094217	0.640416465417278
Nvec_vc1.1_XM_001627423.3	ectoderm.pharyngeal	D|4d.c planula	D|4d.c planula	5	0.886125716451139	0.649635684971601
Nvec_vc1.1_XM_032385169.2	NPC	D|8d p.polyp	D|8d p.polyp	7	0.885916033774834	0.802804626382366
Nvec_vc1.1_XM_032363859.2	secretory	D|24h gastrula	D|24h gastrula	2	0.885484254935257	0.321728681060088
Nvec_vc1.1_XM_032377897.2	neuronal	D|4d.c planula	D|4d.c planula	5	0.885158667667057	0.318499307577039
Nvec_vc1.1_XM_032381425.2	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.883914461828496	0.850047843914546
Nvec_vc1.1_XM_048719424.1	NPC	D|16d p.polyp	D|16d p.polyp	8	0.882484662226234	0.800886361195673
Nvec_vc1.1_XM_001637733.3	NPC	D|5d p.polyp	D|5d p.polyp	6	0.882176141447227	0.587153561792725
Nvec_vc1.1_XM_001634198.3	gastrodermis	D|3d planula	D|3d planula	4	0.881202909846713	0.304547481100569
Nvec_vc1.1_XM_001636862.3	ectoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.880022114131942	0.688367701322915
Nvec_vc1.1_XM_048726662.1	gastrodermis	D|4d.c planula	D|4d.c planula	5	0.876955475330925	0.196516633127378
Nvec_vc1.1_XM_001639101.3	cnidocyte.mature	D|18h gastrula	D|18h gastrula	1	0.876611418047882	0.862169941690793
Nvec_vc1.1_XM_048720635.1	cnidocyte.mature	D|18h gastrula	D|18h gastrula	1	0.876611418047882	0.585022715946692
Nvec_vc1.1_XM_001628319.3	ectoderm.epidermis	D|18h gastrula	D|18h gastrula	1	0.876443483702145	0.586280343771476
Nvec_vc1.1_XM_048720726.1	cnidocyte.mature	D|2d planula	D|2d planula	3	0.87629881762809	0.0596196290480753
Nvec_vc1.1_XM_032380975.2	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.875337485231303	0.128715300077008
Nvec_vc1.1_XM_032364784.2	ectoderm.pharyngeal	D|2d planula	D|2d planula	3	0.875248172793717	0.750496345587433
Nvec_vc1.1_XM_032378323.2	ectoderm.epidermis	D|18h gastrula	D|18h gastrula	1	0.875200232998398	0.688407906474031
Nvec_vc1.1_XM_032373497.2	NPC	D|4d.c planula	D|4d.c planula	5	0.875153509226716	0.755199270791504
Nvec_vc1.1_XM_032366646.2	cnidocyte.mature	D|8d p.polyp	D|8d p.polyp	7	0.873842653364838	0.649604099234258
Nvec_vc1.1_XM_001633995.3	ectoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.873579122450314	0.759065230712316
Nvec_vc1.1_XM_048720635.1	mesendoderm.embryonic	D|16d p.polyp	D|16d p.polyp	8	0.873394495412844	0.49618927218742
Nvec_vc1.1_XM_032375228.2	gland.mucous	D|18h gastrula	D|18h gastrula	1	0.873267687925205	0.101845507968862
Nvec_vc1.1_XM_048732864.1	gastrodermis	D|24h gastrula	D|24h gastrula	2	0.872714039747329	0.767273775208976
Nvec_vc1.1_XM_001637190.3	gastrodermis	D|4d.c planula	D|4d.c planula	5	0.869458541930123	0.233293304206039
Nvec_vc1.1_XM_048726174.1	mesendoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.868758730468116	0.341127281321425
Nvec_vc1.1_XM_001627907.3	ectoderm.pharyngeal	D|18h gastrula	D|18h gastrula	1	0.868741702326526	0.468540126701897
Nvec_vc1.1_XM_048720569.1	ectoderm.embryonic	D|16d p.polyp	D|16d p.polyp	8	0.867141100895192	0.867141100895192
Nvec_vc1.1_XM_001627907.3	secretory	D|3d planula	D|3d planula	4	0.866497301502407	0.732994603004814
Nvec_vc1.1_XM_032375915.2	ectoderm.embryonic	D|5d p.polyp	D|5d p.polyp	6	0.866405500479693	0.732811000959386
Nvec_vc1.1_XM_032382395.2	secretory	D|2d planula	D|2d planula	3	0.860694399647845	0.457781770528556
Nvec_vc1.1_XM_032379400.2	ectoderm.pharyngeal	D|4d.c planula	D|4d.c planula	5	0.860633088786703	0.529469668539275
Nvec_vc1.1_XM_032375280.2	mesendoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.859475789989386	0.667867293404173
Nvec_vc1.1_XM_001637190.3	cnidocyte.mature	D|18h gastrula	D|18h gastrula	1	0.858931860036832	0.680678021857473
Nvec_vc1.1_XM_001634326.3	gastrodermis	D|24h gastrula	D|24h gastrula	2	0.854341736694678	0.617465273606602
Nvec_vc1.1_XM_048733736.1	cnidocyte	D|4d.c planula	D|4d.c planula	5	0.853399191737764	0.619713585745281
Nvec_vc1.1_XM_032387167.2	cnidocyte	D|18h gastrula	D|18h gastrula	1	0.853168878522651	0.699559255301668
Nvec_vc1.1_XM_032384789.2	gastrodermis	D|4d.c planula	D|4d.c planula	5	0.852434425425131	0.278315107054059
Nvec_vc1.1_XM_032384134.2	neuronal	D|18h gastrula	D|18h gastrula	1	0.851094890510949	0.0898172733611811
Nvec_vc1.1_XM_001628892.3	retractor muscle	D|4d.c planula	D|4d.c planula	5	0.850232786081842	0.638265407725753
Nvec_vc1.1_XM_032362934.2	ectoderm.embryonic	D|16d p.polyp	D|16d p.polyp	8	0.849270664505673	0.236492964192962
Nvec_vc1.1_XM_032375505.2	gastrodermis	D|4d.c planula	D|4d.c planula	5	0.848551120831055	0.158869818328242
Nvec_vc1.1_XM_001623127.3	ectoderm.epidermis	D|4d.c planula	D|4d.c planula	5	0.848080521707125	0.498074443050175
Nvec_vc1.1_XM_032376736.2	gastrodermis	D|4d.c planula	D|4d.c planula	5	0.847585371063957	0.279104380330433
Nvec_vc1.1_XM_032381908.2	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.841851448669623	0.683702897339247
Nvec_vc1.1_XM_032373640.2	cnidocyte	D|4d.c planula	D|4d.c planula	5	0.840236239073943	0.624656359846332
Nvec_vc1.1_XM_032386296.2	gastrodermis	D|4d.c planula	D|4d.c planula	5	0.840137294210558	0.498295257317859
Nvec_NVE7697	ectoderm.pharyngeal	D|2d planula	D|2d planula	3	0.839773134804149	0.125377864122368
Nvec_vc1.1_XM_048720726.1	cnidocyte	D|4d.c planula	D|4d.c planula	5	0.839022298456261	0.839022298456261
Nvec_vc1.1_XM_032381587.2	cnidocyte.mature	D|18h gastrula	D|18h gastrula	1	0.838740102447161	0.771265939450398
Nvec_vc1.1_XM_032384420.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.838309300507363	0.284583151226236
Nvec_vc1.1_XM_032383512.2	neuronal	D|18h gastrula	D|18h gastrula	1	0.836739659367397	0.674784971269708
Nvec_vc1.1_XM_032378021.2	secretory	D|2d planula	D|2d planula	3	0.836738743887725	0.67347748777545
Nvec_vc1.1_XM_032385089.2	mesendoderm.embryonic	D|3d planula	D|3d planula	4	0.836461126005362	0.388754703987013
Nvec_vc1.1_XM_032364359.2	cnidocyte	D|4d.c planula	D|4d.c planula	5	0.835388235294118	0.556974173349921
Nvec_vc1.1_XM_032383663.2	gastrodermis	D|3d planula	D|3d planula	4	0.835004041453769	0.670008082907537
Nvec_vc1.1_XM_001637529.3	gastrodermis	D|2d planula	D|2d planula	3	0.834839143784844	0.691134201366005
Nvec_vc1.1_XM_048720219.1	ectoderm.epidermis	D|16d p.polyp	D|16d p.polyp	8	0.834518286628907	0.744165702105481
Nvec_vc1.1_XM_032376608.2	gastrodermis	D|4d.c planula	D|4d.c planula	5	0.833171705557581	0.42111662631622
Nvec_vc1.1_XM_048727456.1	cnidocyte	D|2d planula	D|2d planula	3	0.8322939865524	0.67286111438279
Nvec_vc1.1_XM_032379465.2	secretory	D|4d.c planula	D|4d.c planula	5	0.83197116559782	0.731437477056899
Nvec_vc1.1_XM_001628705.3	ectoderm.epidermis	D|18h gastrula	D|18h gastrula	1	0.831804281345566	0.725625696237746
Nvec_vc1.1_XM_032373099.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.830981501376831	0.786985219357451
Nvec_vc1.1_XM_032363271.2	cnidocyte.mature	D|18h gastrula	D|18h gastrula	1	0.830898301616534	0.161535282818841
Nvec_vc1.1_XM_048728051.1	gastrodermis	D|3d planula	D|3d planula	4	0.829904166371431	0.659808332742861
Nvec_vc1.1_XM_048728976.1	retractor muscle	D|4d.c planula	D|4d.c planula	5	0.828406708595388	0.656813417190776
Nvec_vc1.1_XM_001636859.3	secretory	D|2d planula	D|2d planula	3	0.82617478025693	0.607057108438906
Nvec_vc1.1_XM_032386947.2	NPC	D|18h gastrula	D|18h gastrula	1	0.82182300729854	0.811843899886717
Nvec_vc1.1_XM_032364704.2	retractor muscle	D|4d.c planula	D|4d.c planula	5	0.82067675035085	0.82067675035085
Nvec_vc1.1_XM_048725325.1	mesendoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.8202416918429	0.322076554228221
Nvec_vc1.1_XM_001632568.3	neuronal	D|24h gastrula	D|24h gastrula	2	0.819712240575682	0.639424481151364
Nvec_vc1.1_XM_001632824.3	neuronal	D|4d.c planula	D|4d.c planula	5	0.819374538969607	0.642268835278555
Nvec_vc1.1_XM_032373617.2	NPC	D|2d planula	D|2d planula	3	0.818251917674909	0.653492865769645
Nvec_vc1.1_XM_032386947.2	neuronal	D|18h gastrula	D|18h gastrula	1	0.815966712507493	0.808363389852005
Nvec_vc1.1_XM_048728211.1	ectoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.815685763911639	0.654238404599516
Nvec_vc1.1_XM_032386947.2	ectoderm.pharyngeal	D|24h gastrula	D|24h gastrula	2	0.810871690254579	0.621743380509159
Nvec_vc1.1_XM_032366733.2	secretory	D|24h gastrula	D|24h gastrula	2	0.808332842125946	0.737028555115583
Nvec_vc1.1_XM_001626384.3	NPC	D|2d planula	D|2d planula	3	0.807278667032016	0.804859479100105
Nvec_vc1.1_XM_032364121.2	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.806273045680118	0.806273045680118
Nvec_vc1.1_XM_032383512.2	ectoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.805630355174411	0.665002638644938
Nvec_v1g241767	cnidocyte	D|24h gastrula	D|24h gastrula	2	0.805529460038269	0.588190797428084
Nvec_vc1.1_XM_001625700.3	cnidocyte.mature	D|18h gastrula	D|18h gastrula	1	0.80524861878453	0.462501262690824
Nvec_vc1.1_XM_001634116.3	NPC	D|18h gastrula	D|18h gastrula	1	0.803633746040889	0.768254393604629
Nvec_vc1.1_XM_001629605.3	cnidocyte	D|18h gastrula	D|18h gastrula	1	0.802839249438041	0.645059211663814
Nvec_vc1.1_XM_032363168.2	gastrodermis	D|24h gastrula	D|24h gastrula	2	0.802377807133422	0.710088987803633
Nvec_vc1.1_XM_032376608.2	ectoderm.pharyngeal	D|4d.c planula	D|4d.c planula	5	0.801057590293473	0.399548458869349
Nvec_vc1.1_XM_001628737.3	neuronal	D|3d planula	D|3d planula	4	0.799885658563663	0.541653731412355
Nvec_vc1.1_XM_032362346.2	retractor muscle	D|5d p.polyp	D|5d p.polyp	6	0.799139567252942	0.700098431773962
Nvec_vc1.1_XM_032384221.2	ectoderm.pharyngeal	D|3d planula	D|3d planula	4	0.798434072576436	0.702782539181207
Nvec_vc1.1_XM_032373943.2	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.79764391131976	0.595287822639521
Nvec_vc1.1_XM_001633772.3	gland.mucous	D|24h gastrula	D|24h gastrula	2	0.797360208996663	0.535337685240012
Nvec_vc1.1_XM_032370541.2	ectoderm.pharyngeal	D|18h gastrula	D|18h gastrula	1	0.796187683284457	0.25409117746083
Nvec_vc1.1_XM_032384063.2	NPC	D|18h gastrula	D|18h gastrula	1	0.794759292942772	0.743726617731721
Nvec_vc1.1_XM_032384228.2	mesendoderm.embryonic	D|2d planula	D|2d planula	3	0.794727863078532	0.484494888002522
Nvec_vc1.1_XM_032374008.2	gastrodermis	D|4d.c planula	D|4d.c planula	5	0.793314325491366	0.272338165697552
Nvec_vc1.1_XM_048726662.1	cnidocyte	D|4d.c planula	D|4d.c planula	5	0.790424836601307	0.474478644016155
Nvec_vc1.1_XM_032384889.2	ectoderm.pharyngeal	D|18h gastrula	D|18h gastrula	1	0.789683434844725	0.57936686968945
Nvec_vc1.1_XM_032381044.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.788065806759823	0.0714689335046582
Nvec_vc1.1_XM_048722777.1	cnidocyte.mature	D|2d planula	D|2d planula	3	0.787217843067001	0.367984184163921
Nvec_vc1.1_XM_001627544.3	gastrodermis	D|4d.c planula	D|4d.c planula	5	0.786849725614078	0.432346872540167
Nvec_vc1.1_XM_032365767.2	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.78620539881156	0.312660564479432
Nvec_vc1.1_XM_032366790.2	cnidocyte	D|4d.c planula	D|4d.c planula	5	0.785661764705882	0.468813938618926
Nvec_vc1.1_XM_032370011.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.784545243783974	0.246040225822139
Nvec_vc1.1_XM_001627544.3	mesendoderm.embryonic	D|2d planula	D|2d planula	3	0.783884420613643	0.783884420613643
Nvec_vc1.1_XM_032373943.2	ectoderm.epidermis	D|18h gastrula	D|18h gastrula	1	0.783877789627727	0.600184584559894
Nvec_vc1.1_XM_032362945.2	gastrodermis	D|24h gastrula	D|24h gastrula	2	0.783613445378151	0.580035297301068
Nvec_vc1.1_XM_032366733.2	neuronal	D|18h gastrula	D|18h gastrula	1	0.783044287783947	0.566088575567895
Nvec_vc1.1_XM_001640809.3	mesendoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.782813024504867	0.721752176208207
Nvec_vc1.1_XM_001627792.3	cnidocyte.mature	D|2d planula	D|2d planula	3	0.781665281376815	0.56333056275363
Nvec_vc1.1_XM_001629572.3	secretory	D|24h gastrula	D|24h gastrula	2	0.780172413793103	0.710974225408993
Nvec_vc1.1_XM_001636622.3	cnidocyte.mature	D|18h gastrula	D|18h gastrula	1	0.780028647431962	0.552836397622351
Nvec_vc1.1_XM_032383560.2	secretory	D|2d planula	D|2d planula	3	0.779525453396217	0.415455286469063
Nvec_vc1.1_XM_032378338.2	cnidocyte.mature	D|18h gastrula	D|18h gastrula	1	0.778234613902095	0.757420872319627
Nvec_vc1.1_XM_048731196.1	ectoderm.pharyngeal	D|4d.c planula	D|4d.c planula	5	0.77603993344426	0.77603993344426
Nvec_vc1.1_XM_001628892.3	ectoderm.epidermis	D|18h gastrula	D|18h gastrula	1	0.77602423297665	0.43396431353202
Nvec_vc1.1_XM_048731196.1	gastrodermis	D|4d.c planula	D|4d.c planula	5	0.775413262397872	0.560833717927447
Nvec_vc1.1_XM_032378338.2	mesendoderm.embryonic	D|16d p.polyp	D|16d p.polyp	8	0.775378707062087	0.210812225359043
Nvec_vc1.1_XM_048723584.1	neuronal	D|18h gastrula	D|18h gastrula	1	0.771451743714518	0.628826554231554
Nvec_vc1.1_XM_001629218.3	retractor muscle	D|4d.c planula	D|4d.c planula	5	0.771392194656152	0.771392194656152
Nvec_vc1.1_XM_032378839.2	ectoderm.embryonic	D|5d p.polyp	D|5d p.polyp	6	0.770980857965188	0.572769522049533
Nvec_vc1.1_XM_048722777.1	secretory	D|4d.c planula	D|4d.c planula	5	0.770009199632015	0.220609676123482
Nvec_vc1.1_XM_048732864.1	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.768697542995725	0.700265159815172
Nvec_vc1.1_XM_032366646.2	cnidocyte	D|4d.c planula	D|4d.c planula	5	0.766745098039216	0.308576719758518
Nvec_vc1.1_XM_001629480.3	cnidocyte.mature	D|18h gastrula	D|18h gastrula	1	0.766114180478821	0.196263746216192
Nvec_vc1.1_XM_001635275.3	ectoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.765673689184379	0.445352843928074
Nvec_vc1.1_XM_048730283.1	cnidocyte	D|5d p.polyp	D|5d p.polyp	6	0.764802464294026	0.434067371401717
Nvec_vc1.1_XM_048733498.1	ectoderm.epidermis	D|18h gastrula	D|18h gastrula	1	0.764716396999789	0.568649488634208
Nvec_vc1.1_XM_001628319.3	gastrodermis	D|8d p.polyp	D|8d p.polyp	7	0.764612757480863	0.492041959871093
Nvec_vc1.1_XM_032381020.2	gastrodermis	D|2d planula	D|2d planula	3	0.763909470485316	0.715192195711121
Nvec_vc1.1_XM_001639307.3	neuronal	D|3d planula	D|3d planula	4	0.763273232857952	0.39961317029278
Nvec_vc1.1_XM_048730169.1	retractor muscle	D|4d.c planula	D|4d.c planula	5	0.762325015216069	0.762325015216069
Nvec_vc1.1_XM_001632367.3	neuronal	D|2d planula	D|2d planula	3	0.760758014305112	0.521516028610223
Nvec_vc1.1_XM_032385715.2	gastrodermis	D|4d.c planula	D|4d.c planula	5	0.760205941315837	0.475337577238588
Nvec_vc1.1_XM_048728967.1	cnidocyte.mature	D|8d p.polyp	D|8d p.polyp	7	0.760016595429624	0.170595530135468
Nvec_vc1.1_XM_048720635.1	ectoderm.pharyngeal	D|4d.c planula	D|4d.c planula	5	0.75819208051003	0.060244866433784
Nvec_vc1.1_XM_001626717.3	neuronal	D|5d p.polyp	D|5d p.polyp	6	0.75652120804198	0.51304241608396
Nvec_vc1.1_XM_001638266.3	gland.mucous	D|3d planula	D|3d planula	4	0.755896166971793	0.203103479149475
Nvec_vc1.1_XM_048724160.1	NPC	D|2d planula	D|2d planula	3	0.753021183115761	0.512708859517561
Nvec_vc1.1_XM_032380131.2	gastrodermis	D|24h gastrula	D|24h gastrula	2	0.752268907563025	0.303082999399668
Nvec_vc1.1_XM_032380039.2	ectoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.750412260786682	0.685647240626627
Nvec_vc1.1_XM_032364001.2	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.749179827925591	0.0633792236959833
Nvec_vc1.1_XM_048729815.1	ectoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.748122416158832	0.628235135753269
Nvec_vc1.1_XM_032378648.2	ectoderm.pharyngeal	D|8d p.polyp	D|8d p.polyp	7	0.747714022187058	0.531751880823304
Nvec_vc1.1_XM_001640853.3	cnidocyte.mature	D|8d p.polyp	D|8d p.polyp	7	0.74755952672306	0.563817870589427
Nvec_vc1.1_XM_001637190.3	ectoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.745762711864407	0.618473976657425
Nvec_vc1.1_XM_032379688.2	mesendoderm.embryonic	D|24h gastrula	D|24h gastrula	2	0.7450642946755	0.638208153600076
Nvec_vc1.1_XM_048723109.1	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.744346588546238	0.533821627803175
Nvec_vc1.1_XM_032377358.2	gastrodermis	D|5d p.polyp	D|5d p.polyp	6	0.744178436464205	0.537432465743751
Nvec_vc1.1_XM_001629218.3	gastrodermis	D|5d p.polyp	D|5d p.polyp	6	0.743650969322894	0.487301938645788
Nvec_vc1.1_XM_001637529.3	cnidocyte.mature	D|18h gastrula	D|18h gastrula	1	0.743581814683491	0.16173273724293
Nvec_vc1.1_XM_032387218.2	neuronal	D|18h gastrula	D|18h gastrula	1	0.742579075425791	0.316649374355264
Nvec_vc1.1_XM_032384221.2	ectoderm.epidermis	D|3d planula	D|3d planula	4	0.742569076518774	0.710033638567887
Nvec_vc1.1_XM_001628279.3	neuronal	D|4d.c planula	D|4d.c planula	5	0.742111554206207	0.217333220553929
Nvec_vc1.1_XM_032372264.2	secretory	D|24h gastrula	D|24h gastrula	2	0.741976219314142	0.70514878406573
Nvec_vc1.1_XM_032378048.2	retractor muscle	D|4d.c planula	D|4d.c planula	5	0.739581940285491	0.517787441742914
Nvec_vc1.1_XM_001641552.3	ectoderm.pharyngeal	D|4d.c planula	D|4d.c planula	5	0.737757048082646	0.483615672902476
Nvec_vc1.1_XM_001628318.3	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.737655832694137	0.578828257760736
Nvec_vc1.1_XM_032384063.2	ectoderm.pharyngeal	D|18h gastrula	D|18h gastrula	1	0.736749874830127	0.414545283424296
Nvec_vc1.1_XM_001634199.3	gastrodermis	D|2d planula	D|2d planula	3	0.7361176836284	0.4722353672568
Nvec_vc1.1_XM_032381869.2	retractor muscle	D|4d.c planula	D|4d.c planula	5	0.735810073288631	0.735810073288631
Nvec_vc1.1_XM_032384134.2	cnidocyte.mature	D|4d.c planula	D|4d.c planula	5	0.735775968326091	0.265783134216453
Nvec_vc1.1_XM_001625437.3	secretory	D|24h gastrula	D|24h gastrula	2	0.734913793103448	0.578060067252482
Nvec_vc1.1_XM_048731196.1	ectoderm.epidermis	D|4d.c planula	D|4d.c planula	5	0.732218173953836	0.498054758759895
Nvec_vc1.1_XM_048721411.1	retractor muscle	D|5d p.polyp	D|5d p.polyp	6	0.731559895880407	0.731559895880407
Nvec_vc1.1_XM_001628635.3	ectoderm.epidermis	D|5d p.polyp	D|5d p.polyp	6	0.731044149290103	0.541857780350581
Nvec_vc1.1_XM_032382520.2	gland.mucous	D|24h gastrula	D|24h gastrula	2	0.729904594633506	0.514671155154123
