gene	deepTools_group	rank	gene_length	gene_name	common_name	og	pfam	gene_list
Nvec_vc1.1_XM_032375521.2	cluster_2	266	1560	""	""	""	Ank_2	""
Nvec_vc1.1_XM_001622852.3	cluster_2	267	1978	Bok	""	""	Bcl-2	""
Nvec_vc1.1_XM_001638302.3	cluster_2	268	2017	H2az1/H2az2	""	""	Histone/Histone_H2A_C	""
Nvec_vc1.1_XM_001635074.3	cluster_2	269	3810	""	""	""	Atg8	""
Nvec_vc1.1_XM_048725702.1	cluster_2	270	4048	Fbxo40/Fbxo30	""	""	zf-TRAF_2/F-box_4	""
Nvec_vc1.1_XM_001627335.3	cluster_2	271	2228	Sting1	""	""	TMEM173	""
Nvec_vc1.1_XM_001625221.3	cluster_2	272	3324	Rab11a	""	""	Ras	""
Nvec_vc1.1_XM_032372495.2	cluster_2	273	2776	""	""	""	zf-RING_UBOX	""
Nvec_vc1.1_XM_032384228.2	cluster_2	274	4548	""	""	HMGbox_Sox.HG1.26:like:SOX8/SOX9/SOX10	HMG_box	tfs
Nvec_NVE1107	cluster_2	275	2673	""	""	""	""	""
Nvec_vc1.1_XM_001632056.3	cluster_2	276	2380	""	""	""	DUF2961	""
Nvec_vc1.1_XM_001635481.3	cluster_2	277	2589	""	""	""	7tm_1	""
Nvec_vc1.1_XM_001637840.3	cluster_2	278	2317	Ralb/Rala	""	""	Ras	""
Nvec_vc1.1_XM_001623641.3	cluster_2	279	1997	Gemin6	""	""	Gemin6	""
Nvec_v1g243406	cluster_2	280	1593	""	""	""	""	""
Nvec_vc1.1_XM_032365340.2	cluster_2	281	5172	Ctdspl2	""	""	NIF	""
Nvec_vc1.1_XM_001630260.3	cluster_2	282	1429	Fam72a	""	""	FAM72	""
Nvec_vc1.1_XM_001630154.3	cluster_2	283	2186	""	""	""	HSP20	""
Nvec_vc1.1_XM_032368739.2	cluster_2	284	6779	""	""	""	""	""
Nvec_vc1.1_XM_001626419.3	cluster_2	285	2040	""	""	""	LRAT	""
Nvec_vc1.1_XM_001625437.3	cluster_2	286	1458	""	""	Myb.HG2.3:NA	MADF_DNA_bdg	tfs
Nvec_vc1.1_XM_048731523.1	cluster_2	287	2326	Tor1aip1/Tor1aip2	""	""	LAP1C	""
Nvec_vc1.1_XM_032373308.2	cluster_2	288	3554	""	""	""	Bcl-2	""
Nvec_vc1.1_XM_048727759.1	cluster_2	289	3414	""	""	""	DDE_Tnp_4	""
Nvec_NVE17338	cluster_2	290	3619	""	""	""	RVT_1	""
Nvec_vc1.1_XM_032361947.2	cluster_2	291	2947	""	""	""	Galactosyl_T	""
Nvec_vc1.1_XM_032366052.2	cluster_2	292	9379	""	""	""	zf-met/ResIII	""
Nvec_vc1.1_XM_001637926.3	cluster_2	293	2368	""	""	""	Atg8	""
Nvec_vc1.1_XM_032379456.2	cluster_2	294	2602	Gda	""	""	Amidohydro_1	""
Nvec_vc1.1_XM_032371612.2	cluster_2	295	2311	""	""	""	CABIT/SAM_1	""
Nvec_vc1.1_XM_001640975.3	cluster_2	296	1418	Rpl37a	""	""	Ribosomal_L37ae	""
Nvec_vc1.1_XM_048721953.1	cluster_2	297	10435	""	""	""	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT	""
Nvec_vc1.1_XM_001637374.3	cluster_2	298	3112	""	""	Ets.HG1.2:ELK1/ELK3/ELK4	Ets	tfs
Nvec_vc1.1_XM_001628234.3	cluster_2	299	1708	Rd3/Rd3l	""	""	RD3	""
Nvec_vc1.1_XM_048724994.1	cluster_2	300	6877	Skil/Ski	""	""	Ski_Sno/c-SKI_SMAD_bind	""
Nvec_vc1.1_XM_001632061.3	cluster_2	301	1890	""	""	""	NERD	""
Nvec_vc1.1_XM_032382024.2	cluster_2	302	2636	""	""	""	UPAR_LY6	""
Nvec_vc1.1_XM_048720297.1	cluster_2	303	1941	""	""	""	""	""
Nvec_vc1.1_XM_001636548.3	cluster_2	304	2583	Cyp2a12	""	""	p450	""
Nvec_vc1.1_XM_001639547.3	cluster_2	305	2886	Klf11	""	zf-C2H2.HG2.11:KLF10/KLF11	zf-C2H2/zf-C2H2/zf-C2H2	tfs
Nvec_vc1.1_XM_032372542.2	cluster_2	306	3442	Lrrc45	""	""	LRR_6/LRR_6/LRR_6	""
Nvec_vc1.1_XM_032380941.2	cluster_2	307	1837	Pheta2/Pheta1	""	""	PH	""
Nvec_vc1.1_XM_001627724.3	cluster_2	308	5740	""	""	""	ECH_1	""
Nvec_vc1.1_XM_032384511.2	cluster_2	309	2217	""	""	""	""	""
Nvec_vc1.1_XM_001622235.3	cluster_2	310	3880	Ccnd3/Ccnd2	""	""	Cyclin_N/Cyclin_C	""
Nvec_vc1.1_XM_032376865.2	cluster_2	311	1852	""	""	""	""	""
Nvec_vc1.1_XM_001622281.3	cluster_2	312	1596	""	""	""	Glyco_tran_10_N/Glyco_transf_10	""
Nvec_vc1.1_XM_032382244.2	cluster_2	313	2036	""	""	""	DHHC	""
Nvec_vc1.1_XM_001635393.3	cluster_2	314	4915	BC034090	""	""	PDZ	""
Nvec_vc1.1_XM_001633543.3	cluster_2	315	4914	Wbp1/Wbp1l	""	""	WBP-1	""
Nvec_vc1.1_XM_001625447.3	cluster_2	316	2689	""	""	""	DUF4419	""
Nvec_vc1.1_XM_032383922.2	cluster_2	317	4306	Dclk3	""	""	DCX/DCX/Pkinase	""
Nvec_vc1.1_XM_001627857.3	cluster_2	318	2791	""	""	""	EF-hand_5/EF-hand_7/EF-hand_5	""
Nvec_vc1.1_XM_001625700.3	cluster_2	319	2760	Nrf1	""	NRF1.HG1.2:NRF1	Nrf1_DNA-bind/Nrf1_activ_bdg	tfs
Nvec_vc1.1_XM_001641087.3	cluster_2	320	1086	""	""	""	adh_short	""
Nvec_vc1.1_XM_001631296.3	cluster_2	321	1945	Pp2d1	""	""	PP2C	""
Nvec_NVE10379	cluster_2	322	1302	""	""	""	""	""
Nvec_vc1.1_XM_001640804.3	cluster_2	323	1707	""	""	""	Galactosyl_T	""
Nvec_vc1.1_XM_032370876.1	cluster_2	324	1644	Pym1	""	""	Mago-bind	""
Nvec_vc1.1_XM_032386464.2	cluster_2	325	2025	Id1/Id3/Id2/Id4	""	HLH.HG1.51:ID1/ID2/ID3/ID4	HLH	tfs
Nvec_vc1.1_XM_032380975.2	cluster_2	326	3930	Erg/Fli1/Fev	""	Ets.HG1.5:ERF/ERFL/ERG/ETV3/ETV3L/FEV/FLI1	SAM_PNT/Ets	tfs
Nvec_vc1.1_XM_001626745.3	cluster_2	327	1849	Rab9/Rab9b	""	""	Ras	""
Nvec_vc1.1_XM_001629293.3	cluster_2	328	3080	Hspa2/Hspa8/Hspa1a/Hspa1b/Hspa1l	""	""	HSP70	""
Nvec_vc1.1_XM_001631478.3	cluster_2	329	3019	Rhoa	""	""	Ras	""
Nvec_vc1.1_XM_001626953.3	cluster_2	330	3944	""	""	""	Sel1	""
Nvec_vc1.1_XM_001632539.3	cluster_2	331	1471	""	""	""	TspO_MBR	""
Nvec_vc1.1_XM_001636780.3	cluster_2	332	1895	""	""	""	EF-hand_6/EF-hand_8	""
Nvec_vc1.1_XM_001640033.3	cluster_2	333	3301	""	""	""	""	""
Nvec_vc1.1_XM_001635893.3	cluster_2	334	4845	Letmd1	""	""	LETM1	""
Nvec_vc1.1_XM_032373192.2	cluster_2	335	2466	""	""	""	""	""
Nvec_vc1.1_XM_001640595.3	cluster_2	336	3826	""	""	""	F-box-like	""
Nvec_vc1.1_XM_032371886.2	cluster_2	337	6791	Gatad2b/Gatad2a	""	""	P66_CC	""
Nvec_vc1.1_XM_032380709.2	cluster_2	338	1142	Borcs5	""	""	LOH1CR12	""
Nvec_vc1.1_XM_001640726.3	cluster_2	339	4456	Nfya	""	NFYA.HG1.2:like:NFYA	CBFB_NFYA	tfs
Nvec_vc1.1_XM_001628787.3	cluster_2	340	1435	Nenf	""	""	Cyt-b5	""
Nvec_vc1.1_XM_032376933.1	cluster_2	341	1984	Tppp2/Tppp3/Tppp	""	""	p25-alpha	""
Nvec_vc1.1_XM_001629003.3	cluster_2	342	1425	""	""	""	Far-17a_AIG1	""
Nvec_vc1.1_XM_032364833.2	cluster_2	343	1998	""	""	""	mTERF	""
Nvec_v1g187198	cluster_2	344	2617	Tmem167	""	""	DUF1242	""
Nvec_vc1.1_XM_001638822.3	cluster_2	345	2091	Higd1c/Methig1/Methig1/Higd1b/Higd1a	""	""	HIG_1_N	""
Nvec_vc1.1_XM_001633273.3	cluster_2	346	2509	Fos/Fosb/Fosl1/Fosl2	""	bZIP.HG1.17:ATF3/JDP2	bZIP_1	tfs
Nvec_vc1.1_XM_032375592.2	cluster_2	347	1425	""	""	""	""	""
Nvec_vc1.1_XM_032383140.2	cluster_2	348	1553	""	""	""	TSP_1/TSP_1/TSP_1	""
Nvec_vc1.1_XM_001638423.3	cluster_2	349	2544	Pomgnt2	""	""	DUF563	""
Nvec_vc1.1_XM_032370157.2	cluster_2	350	2741	""	""	""	Galactosyl_T	""
Nvec_vc1.1_XM_001629694.3	cluster_2	351	3323	Xbp1	XBP1	bZIP.HG1.16:XBP1	bZIP_1	tfs
Nvec_vc1.1_XM_048726570.1	cluster_2	352	2800	Cyp11b2/Cyp11a1/Cyp27b1/Cyp11b1/Cyp24a1/Cyp27a1	""	""	p450	""
Nvec_vc1.1_XM_032386346.2	cluster_2	353	8166	""	""	""	Ank_2/Ank_2/Ank_2	""
Nvec_vc1.1_XM_001636661.3	cluster_2	354	6198	Ppp1cc/Ppp1ca	""	""	STPPase_N/Metallophos	""
Nvec_vc1.1_XM_032375196.2	cluster_2	355	4621	""	""	""	""	""
Nvec_vc1.1_XM_032362034.2	cluster_2	356	3468	Impact	""	""	RWD/UPF0029	""
Nvec_vc1.1_XM_032384097.2	cluster_2	357	3357	Bcl2l14	""	""	Bcl-2	""
Nvec_vc1.1_XM_001632299.3	cluster_2	358	820	Banf1/Banf2	""	""	BAF	""
Nvec_vc1.1_XM_032367576.2	cluster_2	359	5975	""	""	""	zf-C3HC4/zf-C3HC4_2/LON_substr_bdg	""
Nvec_vc1.1_XM_001635897.3	cluster_2	360	4049	""	""	""	Ion_trans_2/Ion_trans_2	""
Nvec_vc1.1_XM_001635416.3	cluster_2	361	1114	Rwdd2b/Rwdd2a	""	""	RWD/DUF1115	""
Nvec_vc1.1_XM_001632919.3	cluster_2	362	1083	Cacybp	""	""	Siah-Interact_N/CS	""
Nvec_vc1.1_XM_001633748.3	cluster_2	363	2221	""	""	""	""	""
Nvec_NVE20592	cluster_2	364	1741	""	""	""	""	""
Nvec_vc1.1_XM_032363270.2	cluster_2	365	3092	""	""	""	BTB/BACK/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1	""
Nvec_vc1.1_XM_032377206.2	cluster_2	366	2251	Dcun1d3	""	""	Cullin_binding	""
Nvec_NVE12528	cluster_2	367	2085	""	""	""	""	""
Nvec_vc1.1_XM_001628820.3	cluster_2	368	2032	""	""	""	""	""
Nvec_vc1.1_XM_032384278.2	cluster_2	369	2381	""	""	""	DED	""
Nvec_vc1.1_XM_032379287.2	cluster_2	370	6000	""	""	""	UBA_6/RNase_Zc3h12a	""
Nvec_vc1.1_XM_032374564.2	cluster_2	371	6648	""	""	""	AA_permease_2/AA_permease_C	""
Nvec_vc1.1_XM_001633967.3	cluster_2	372	3276	Klhl33	""	""	BTB/BACK/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1	""
Nvec_vc1.1_XM_001641173.3	cluster_2	373	2782	Ppp1r15a/Ppp1r15b	""	""	""	""
Nvec_vc1.1_XM_032370872.2	cluster_2	374	3011	""	""	""	""	""
Nvec_vc1.1_XM_032377587.2	cluster_2	375	8056	Fbxo24	""	""	F-box	""
Nvec_vc1.1_XM_032367556.2	cluster_2	376	2136	""	""	""	Glyco_tran_10_N/Glyco_transf_10	""
Nvec_vc1.1_XM_001638806.3	cluster_2	377	9885	Slc8a3/Slc8a1/Slc8a2	""	""	Na_Ca_ex/Na_Ca_ex_C/Calx-beta/Calx-beta/Na_Ca_ex	""
Nvec_vc1.1_XM_032371845.2	cluster_2	378	3661	""	""	zf-C2H2.HG1.212:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2	tfs
Nvec_vc1.1_XM_001626190.3	cluster_2	379	1664	""	""	""	Cupin_5	""
Nvec_vc1.1_XM_032361853.2	cluster_2	380	18779	Setd5/Kmt2e	""	""	PHD/SET	""
Nvec_vc1.1_XM_032381423.2	cluster_2	381	2019	""	""	""	""	""
Nvec_vc1.1_XM_001639598.3	cluster_2	382	5100	""	""	""	""	""
Nvec_vc1.1_XM_032378130.2	cluster_2	383	5241	""	""	""	GPP34	""
Nvec_vc1.1_XM_001638852.3	cluster_2	384	1949	Tfam	""	HMGbox_Sox.HG1.47:like:NSD2	HMG_box/HMG_box/HMG_box	tfs
Nvec_vc1.1_XM_001633015.3	cluster_2	385	1481	Lsm7	""	""	LSM	""
Nvec_vc1.1_XM_001638817.3	cluster_2	386	1722	Ccsap	""	""	CCSAP	""
Nvec_vc1.1_XM_032367232.2	cluster_2	387	3969	Rbm15b/Rbm15	""	""	RRM_1/SPOC	""
Nvec_vc1.1_XM_032367650.2	cluster_2	388	1716	""	""	""	PX	""
Nvec_vc1.1_XM_001627408.3	cluster_2	389	1306	Dph3	""	""	zf-CSL	""
Nvec_vc1.1_XM_001641296.3	cluster_2	390	6712	Rnf38/Rnf44	""	""	zf-RING_2	""
Nvec_vc1.1_XM_001636476.3	cluster_2	391	2822	Rab30	""	""	Ras	""
Nvec_vc1.1_XM_032366530.2	cluster_2	392	3947	""	""	""	""	""
Nvec_vc1.1_XM_001623930.3	cluster_2	393	2856	""	""	""	""	""
Nvec_vc1.1_XM_001633393.3	cluster_2	394	3386	Crem/Creb1/Atf1	""	bZIP.HG1.18:ATF1/CREB1/CREM	pKID/bZIP_1	tfs
Nvec_v1g244626	cluster_2	395	4172	Metrnl/	""	""	""	""
Nvec_vc1.1_XM_001634268.3	cluster_2	396	3525	Mgat1	""	""	GNT-I	""
Nvec_vc1.1_XM_032378614.2	cluster_2	397	3211	""	""	""	""	""
Nvec_NVE26002	cluster_2	398	1946	""	""	""	""	""
Nvec_vc1.1_XM_001625972.3	cluster_2	399	1693	""	""	""	""	""
Nvec_vc1.1_XM_032380209.2	cluster_2	400	6062	Usf2/Usf1	""	HLH.HG1.40:USF1/USF2	HLH	tfs
Nvec_vc1.1_XM_032379220.2	cluster_2	401	2048	""	""	""	BTB/BACK/PHR	""
Nvec_vc1.1_XM_001637130.3	cluster_2	402	1990	Mat1a/Mat2a	""	""	S-AdoMet_synt_N/S-AdoMet_synt_M/S-AdoMet_synt_C	""
Nvec_vc1.1_XM_001633575.3	cluster_2	403	5244	Jph1/Jph4/Jph3/Jph2	""	""	MORN/MORN/MORN/MORN/MORN/MORN/MORN/MORN	""
Nvec_vc1.1_XM_001624185.3	cluster_2	404	2160	Epm2a	""	""	CBM_20/DSPc	""
Nvec_vc1.1_XM_048720266.1	cluster_2	405	8690	Axin1/Axin2	""	""	RGS/DIX	""
Nvec_vc1.1_XM_032375124.1	cluster_2	406	3553	""	""	""	""	""
Nvec_vc1.1_XM_001626417.3	cluster_2	407	1637	Sac3d1	""	""	SAC3_GANP	""
Nvec_vc1.1_XM_001632937.3	cluster_2	408	4844	Tmem164	""	""	TMEM164	""
Nvec_vc1.1_XM_032373933.2	cluster_2	409	6878	Nde1/Ndel1	""	""	NUDE_C	""
Nvec_vc1.1_XM_001640568.3	cluster_2	410	1964	""	""	""	WD40/SOCS_box	""
Nvec_vc1.1_XM_001638469.3	cluster_2	411	2578	""	""	""	""	""
Nvec_vc1.1_XM_001642047.3	cluster_2	412	4724	Ucp3/Ucp2/Ucp1	""	""	Mito_carr/Mito_carr/Mito_carr	""
Nvec_vc1.1_XM_032371643.2	cluster_2	413	7408	Crtc3/Crtc2/Crtc1	""	""	TORC_N/TORC_M/TORC_C	""
Nvec_vc1.1_XM_001628368.3	cluster_2	414	3341	Cwc15	""	""	Cwf_Cwc_15	""
Nvec_vc1.1_XM_001625377.3	cluster_2	415	5475	""	""	""	S8_pro-domain/Peptidase_S8/P_proprotein	""
Nvec_v1g241236	cluster_2	416	1553	""	""	""	""	""
Nvec_vc1.1_XM_001626965.3	cluster_2	417	1831	""	""	""	Galactosyl_T	""
Nvec_vc1.1_XM_001634854.3	cluster_2	418	4612	Trib2/Trib1	""	""	Pkinase	""
Nvec_vc1.1_XM_032366795.2	cluster_2	419	3986	""	""	""	Ank_4	""
Nvec_vc1.1_XM_032385361.2	cluster_2	420	4353	""	""	""	FERM_N/FERM_M/FERM_C/zf-C3HC4_3/zf-C3HC4_3	""
Nvec_vc1.1_XM_001634109.3	cluster_2	421	2667	""	""	""	7tm_1	""
Nvec_vc1.1_XM_032374705.2	cluster_2	422	4414	Rab3a/Rab3c/Rab3b/Rab3d	""	""	Ras	""
Nvec_v1g248480	cluster_2	423	2138	""	""	""	""	""
Nvec_vc1.1_XM_001629685.3	cluster_2	424	3685	Aldoc/Aldoart1/Aldob/Aldoa/Aldoart2	""	""	Glycolytic	""
Nvec_vc1.1_XM_032377288.2	cluster_2	425	1353	""	""	""	""	""
Nvec_vc1.1_XM_001630398.3	cluster_2	426	4228	""	""	""	PALP	""
Nvec_vc1.1_XM_001626469.3	cluster_2	427	1168	Timm29	""	""	Tim29	""
Nvec_vc1.1_XM_001637032.3	cluster_2	428	1985	""	""	""	""	""
Nvec_vc1.1_XM_001626361.3	cluster_2	429	1711	""	""	""	Zip	""
Nvec_vc1.1_XM_001629890.3	cluster_2	430	1281	Txndc9	""	""	Phosducin	""
Nvec_vc1.1_XM_032376793.2	cluster_2	431	2844	Ube2ql1	""	""	UQ_con	""
Nvec_vc1.1_XM_001641142.3	cluster_2	432	5949	Crebrf	""	""	""	""
Nvec_v1g239246	cluster_2	433	1200	""	""	""	""	""
Nvec_vc1.1_XM_001623212.2	cluster_2	434	1599	Ndufs4	""	""	ETC_C1_NDUFA4	""
Nvec_vc1.1_XM_001637642.3	cluster_2	435	3290	""	""	""	BTB/BACK/Kelch_1/Kelch_1/Kelch_1/Kelch_1	""
Nvec_vc1.1_XM_001623326.3	cluster_2	436	2007	Cant1	""	""	Apyrase	""
Nvec_vc1.1_XM_001636497.3	cluster_2	437	1393	""	""	""	DUF1295	""
Nvec_vc1.1_XM_001625550.3	cluster_2	438	4267	""	""	""	""	""
Nvec_vc1.1_XM_032387437.2	cluster_2	439	3144	""	""	""	""	""
Nvec_vc1.1_XM_001622951.3	cluster_2	440	2373	Gpr63/Gpr45	""	""	7tm_1	""
Nvec_vc1.1_XM_048730454.1	cluster_2	441	2430	Rnf227	""	""	zf-RING_UBOX	""
Nvec_vc1.1_XM_001629180.3	cluster_2	442	6521	Ptp4a2/Ptp4a1/Ptp4a1/Ptp4a3	""	""	DSPc	""
Nvec_vc1.1_XM_048728472.1	cluster_2	443	2104	""	""	""	""	""
Nvec_vc1.1_XM_001626489.3	cluster_2	444	1328	Bloc1s5	""	""	Muted	""
Nvec_vc1.1_XM_048729500.1	cluster_2	445	4529	""	""	""	MORN/MORN	""
Nvec_vc1.1_XM_032372612.2	cluster_2	446	4067	""	""	""	Ank_2/Ank_2	""
Nvec_vc1.1_XM_001629192.3	cluster_2	447	4290	Lhfpl3/Lhfpl5/Lhfpl4	""	""	L_HMGIC_fpl	""
Nvec_vc1.1_XM_032384309.2	cluster_2	448	3098	""	""	""	Pkinase	""
Nvec_vc1.1_XM_032380342.2	cluster_2	449	5655	Rapgef1	""	""	RasGEF_N/RasGEF	""
Nvec_vc1.1_XM_001633385.3	cluster_2	450	3972	Ywhae	""	""	14-3-3	""
Nvec_vc1.1_XM_001627618.3	cluster_2	451	4263	""	""	""	SLC3A2_N/Alpha-amylase	""
Nvec_vc1.1_XM_001625731.3	cluster_2	452	1493	Fbxo36	""	""	F-box-like	""
Nvec_NVE21221	cluster_2	453	4191	""	""	""	Arf	""
Nvec_vc1.1_XM_001634723.3	cluster_2	454	1644	""	""	""	Mab-21	""
Nvec_vc1.1_XM_032375378.2	cluster_2	455	2967	""	""	""	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	""
Nvec_vc1.1_XM_001632596.3	cluster_2	456	3091	Rnf11	""	""	zf-RING_2	""
Nvec_vc1.1_XM_001633281.3	cluster_2	457	1224	""	""	""	Galactosyl_T	""
Nvec_vc1.1_XM_001641643.3	cluster_2	458	5069	Grhl1/Grhl3/Grhl2	""	""	""	""
Nvec_vc1.1_XM_001641788.3	cluster_2	459	1399	Cdc123	""	""	D123	""
Nvec_vc1.1_XM_032363373.2	cluster_2	460	2982	""	""	""	EF-hand_7/EF-hand_7	""
Nvec_vc1.1_XM_001634588.3	cluster_2	461	1350	Fbxl12	""	""	F-box-like/LRR_6/LRR_6/LRR_6/LRR_6	""
Nvec_vc1.1_XM_001624273.3	cluster_2	462	2920	Lrrc58	""	""	LRR_8/LRR_8	""
Nvec_vc1.1_XM_001635041.3	cluster_2	463	4538	Srf	""	MADS-box_SRF.HG1.0:SRF	SRF-TF	tfs
Nvec_vc1.1_XM_001629618.3	cluster_2	464	5751	""	""	""	Usp	""
Nvec_vc1.1_XM_032364876.2	cluster_2	465	3091	""	""	""	C2/C2	""
Nvec_vc1.1_XM_048734459.1	cluster_2	466	8968	Rnf19a/Rnf19b	""	""	IBR/IBR	""
Nvec_vc1.1_XM_001641590.3	cluster_2	467	3333	Ehd4/Ehd3/Ehd1/Ehd2	""	""	EHD_N/Dynamin_N/DUF5600/EF-hand_4	""
Nvec_vc1.1_XM_001633581.3	cluster_2	468	5360	Mylip	""	""	FERM_N/FERM_M/zf-C3HC4_3	""
Nvec_vc1.1_XM_032386008.2	cluster_2	469	1688	Gm49380/Rnf26rt/Rnf26	""	""	zf-C3HC4_3	""
Nvec_vc1.1_XM_048727046.1	cluster_2	470	5101	""	""	""	CHGN	""
Nvec_vc1.1_XM_032363417.2	cluster_2	471	4358	Zfp536/Zfp13/Zfp775/Zfp628	""	zf-C2H2.HG3.2:ZBTB17	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	tfs
Nvec_vc1.1_XM_001624590.3	cluster_2	472	7276	Gnao1	""	""	G-alpha	""
Nvec_vc1.1_XM_001626967.3	cluster_2	473	4039	Tmem198b	""	""	DUF4203	""
Nvec_vc1.1_XM_001628120.3	cluster_2	474	1380	Aen/Isg20l2/Isg20	""	""	RNase_T	""
Nvec_vc1.1_XM_032365685.2	cluster_2	475	2758	""	""	""	""	""
Nvec_vc1.1_XM_001626003.3	cluster_2	476	2977	""	""	""	MFS_1_like	""
Nvec_vc1.1_XM_001633465.3	cluster_2	477	1364	Ctif	""	""	MIF4G	""
Nvec_vc1.1_XM_048726817.1	cluster_2	478	2314	""	""	""	""	""
Nvec_vc1.1_XM_032375020.2	cluster_2	479	7454	""	""	""	""	""
Nvec_vc1.1_XM_048723677.1	cluster_2	480	6018	Itpripl2	""	""	Mab-21/Mab-21	""
Nvec_vc1.1_XM_048732042.1	cluster_2	481	7642	""	""	""	TPR_12/TPR_12/TPR_12/TPR_8/CHAT	""
Nvec_vc1.1_XM_048723898.1	cluster_2	482	4057	Mrpl43	""	""	L51_S25_CI-B8	""
Nvec_vc1.1_XM_001633219.3	cluster_2	483	5300	""	""	""	""	""
Nvec_vc1.1_XM_032369491.2	cluster_2	484	6588	Zc3h12d/Zc3h12c/Zc3h12b/Zc3h12a	""	""	UBA_6/RNase_Zc3h12a	""
Nvec_vc1.1_XM_001639418.3	cluster_2	485	3752	Unc119b/Unc119	""	""	GMP_PDE_delta	""
Nvec_vc1.1_XM_001632253.3	cluster_2	486	1641	Prorsd1	""	""	tRNA_edit	""
Nvec_vc1.1_XM_001634519.3	cluster_2	487	2270	Zfp622	""	""	zf-met/zf-C2H2_2	""
Nvec_vc1.1_XM_032364345.2	cluster_2	488	5229	""	""	""	zf-RING_UBOX/zf-B_box/NHL/NHL	""
Nvec_vc1.1_XM_001637014.3	cluster_2	489	2082	Siah1b/Siah2/Siah1a	""	""	Sina	""
Nvec_v1g218449	cluster_2	490	1236	Tmem258	""	""	Ost5	""
Nvec_vc1.1_XM_001629499.3	cluster_2	491	3058	Xxylt1	""	""	Glyco_transf_8	""
Nvec_vc1.1_XM_048733146.1	cluster_2	492	8976	Gpc1/Gpc6/Gpc2/Gm43720/Gpc4	""	""	Glypican	""
Nvec_vc1.1_XM_032377679.2	cluster_2	493	6550	Cipc	""	""	CiPC	""
Nvec_vc1.1_XM_032384515.2	cluster_2	494	1760	Mrpl40	""	""	MRP-L28	""
Nvec_vc1.1_XM_032366627.2	cluster_2	495	2679	Egr3/Egr1	""	zf-C2H2.HG1.44:EGR1/EGR2/EGR3/EGR4	zf-C2H2/zf-C2H2/zf-C2H2	tfs
Nvec_vc1.1_XM_001639477.3	cluster_2	496	1732	Snrpd3	""	""	LSM	""
Nvec_vc1.1_XM_032378502.2	cluster_2	497	3838	Kcnj11/Kcnj3/Kcnj9/Kcnj8/Kcnj4/Kcnj14/Kcnj2/Kcnj5/Kcnj12/Kcnj6/Kcnj1/Kcnj10/Kcnj15	""	""	IRK/IRK_C	""
